stop_code;stop_name;stop_lat;stop_lon;stop_mode
P-190;-;-22.47232462;-68.92721303;3
P-191;-;-22.47533363;-68.92871817;3
P-192;-;-22.47519113;-68.93350081;3
P-193;-;-22.47701597;-68.93341246;3
P-194;-;-22.48076459;-68.93220525;3
P-196;-;-22.4573738;-68.92837745;3
P-198;-;-22.4534643;-68.93364725;3
P-199;-;-22.44935352;-68.93295916;3
P-200;-;-22.43882775;-68.93040835;3
P-206;-;-22.44747239;-68.9282076;3
P-207;-;-22.44854755;-68.92845002;3
P-209;-;-22.45163747;-68.92907045;3
P-210;-;-22.4523964;-68.92921585;3
P-212;-;-22.45386902;-68.92938033;3
P-214;-;-22.45508862;-68.92937971;3
P-216;-;-22.47933601;-68.92940631;3
P-217;-;-22.47806202;-68.92896951;3
P-220;-;-22.45170064;-68.9289052;3
P-221;-;-22.44975814;-68.92850771;3
P-222;-;-22.44709285;-68.92795511;3
P-223;-;-22.43848162;-68.92411118;3
P-225;-;-22.4749391;-68.93578529;3
P-226;-;-22.4806117;-68.93387735;3
P-227;-;-22.47584234;-68.93538632;3
P-228;-;-22.47265371;-68.93635013;3
P-229;-;-22.46114307;-68.93320621;3
P-230;-;-22.46100642;-68.93052364;3
P-231;-;-22.46093326;-68.92848254;3
P-232;-;-22.43409683;-68.9174763;3
P-236;-;-22.45831104;-68.92338115;3
P-238;-;-22.477618;-68.92597572;3
P-239;-;-22.47704073;-68.92796879;3
P-244;-;-22.48482218;-68.9158228;3
P-249;-;-22.48028422;-68.91047898;3
P-250;-;-22.48185717;-68.91235415;3
P-251;-;-22.48315901;-68.91410315;3
P-252;-;-22.48390025;-68.91495816;3
P-253;-;-22.48512962;-68.91636701;3
P-254;-;-22.48605205;-68.91824269;3
P-255;-;-22.48732659;-68.91972934;3
P-256;-;-22.48879045;-68.92042845;3
P-258;-;-22.44799685;-68.92929584;3
P-259;-;-22.44833454;-68.93762468;3
P-260;-;-22.45427025;-68.93848704;3
P-261;-;-22.45479605;-68.9434825;3
P-262;-;-22.45672819;-68.94028404;3
P-263;-;-22.45955578;-68.94009816;3
P-264;-;-22.46198589;-68.93996104;3
P-265;-;-22.46364811;-68.9398534;3
P-266;-;-22.46562654;-68.93977479;3
P-269;-;-22.46071488;-68.92505161;3
P-270;-;-22.45933153;-68.92263218;3
P-271;-;-22.46329994;-68.92793702;3
P-272;-;-22.46416839;-68.93062898;3
P-273;-;-22.46622273;-68.93962873;3
P-274;-;-22.45998938;-68.94000077;3
P-275;-;-22.45741473;-68.94016711;3
P-276;-;-22.45425214;-68.93837041;3
P-277;-;-22.45139728;-68.93811898;3
P-278;-;-22.44765689;-68.93738202;3
P-279;-;-22.44256017;-68.93361356;3
P-281;-;-22.45275755;-68.92872971;3
P-282;-;-22.45309339;-68.93241309;3
P-283;-;-22.45878919;-68.94372387;3
P-284;-;-22.46200525;-68.9435379;3
P-285;-;-22.46297114;-68.94143802;3
P-286;-;-22.46287911;-68.93694751;3
P-287;-;-22.45530895;-68.91771645;3
P-288;-;-22.4536177;-68.91411164;3
P-289;-;-22.45204543;-68.91347115;3
P-290;-;-22.4509166;-68.91425909;3
P-292;-;-22.45634846;-68.9189016;3
P-293;-;-22.45686399;-68.92007735;3
P-294;-;-22.46273384;-68.93511053;3
P-296;-;-22.4532829;-68.93192705;3
P-297;-;-22.43853936;-68.93205086;3
P-299;-;-22.4796528;-68.91223888;3
P-300;-;-22.46397624;-68.90774845;3
P-302;-;-22.44278566;-68.93274852;3
P-303;-;-22.43413689;-68.92553235;3
P-305;-;-22.45436343;-68.94645676;3
P-306;-;-22.45699227;-68.94625164;3
P-307;-;-22.46282391;-68.93445926;3
P-308;-;-22.46256151;-68.93342908;3
P-311;-;-22.4547841;-68.93569738;3
P-312;-;-22.45464953;-68.93808838;3
P-317;-;-22.45110752;-68.91657209;3
PR-130;-;-22.4355582;-68.91336476;3
PR-135;-;-22.43462161;-68.91905028;3
PR-136;-;-22.43436038;-68.92058585;3
PR-138;-;-22.433441;-68.92495937;3
PR-142;-;-22.44213269;-68.92693724;3
PR-143;-;-22.44325301;-68.92716018;3
PR-144;-;-22.44302724;-68.92733523;3
PR-146;-;-22.44476183;-68.92745095;3
PR-149;-;-22.4489773;-68.92016934;3
PR-152;-;-22.45050438;-68.92080992;3
PR-153;-;-22.45054043;-68.92063495;3
PR-154;-;-22.4519952;-68.92123671;3
PR-159;-;-22.45356879;-68.92470556;3
PR-160;-;-22.45380355;-68.92445274;3
PR-165;-;-22.46517888;-68.927625;3
PR-167;-;-22.46857526;-68.9266901;3
PR-168;-;-22.47032914;-68.92954696;3
PR-170;-;-22.46554824;-68.92535033;3
PR-171;-;-22.46375048;-68.92539017;3
PR-178;-;-22.4384909;-68.92463596;3
PR-179;-;-22.43882601;-68.92649194;3
PR-188;-;-22.47033684;-68.92657253;3
PR-195;-;-22.47235164;-68.92703805;3
PR-208;-;-22.44994796;-68.92873115;3
PR-215;-;-22.47828798;-68.92923186;3
PR-218;-;-22.47532429;-68.92803772;3
PR-224;-;-22.43782211;-68.92407267;3
PR-234;-;-22.44053995;-68.92111684;3
PR-235;-;-22.45651287;-68.92254627;3
PR-237;-;-22.46351518;-68.92449607;3
PR-240;-;-22.48984905;-68.92378183;3
PR-241;-;-22.48972998;-68.92041819;3
PR-242;-;-22.48763386;-68.91994304;3
PR-243;-;-22.48562713;-68.91762077;3
PR-245;-;-22.48412616;-68.91507468;3
PR-246;-;-22.48288774;-68.91364642;3
PR-247;-;-22.48068219;-68.9113439;3
PR-257;-;-22.48977675;-68.92371382;3
PR-267;-;-22.46073312;-68.92540151;3
PR-280;-;-22.44501909;-68.93775251;3
PR-291;-;-22.44535107;-68.91324206;3
PR-304;-;-22.43567283;-68.92585222;3
PR-309;-;-22.44556112;-68.93773283;3
