paradas;servicios
N-30;AC_R|A_R
N-300;B_R|D_R|E_R|M_R|X_R
N-301;B_I|D_I|E_I|M_I|X_I
N-302;B_R|D_R|E_R|M_R|X_R
N-303;B_I|D_I|E_I|M_I|X_I
N-304;B_R|D_R|E_R|M_R|X_R
N-305;B_R|D_R|E_R|M_R|X_R
N-306;B_I|D_I|E_I|M_I|X_I
N-31;AC_R|A_R
N-32;AC_R|A_R
N-33;F_R
N-34;AC_R|A_R|F_R
N-35;F_I
N-36;AC_I|A_I|F_I
N-37;Z_I
N-38;T_R|Z_I
N-39;T_R
N-4;Z_R
N-40;Z_R
N-41;AC_R|A_R|F_R
N-42;T_I|Z_R
N-43;Z_R
N-44;T_R
N-45;T_R
N-47;T_I
N-48;AC_R|A_R|F_R
N-49;T_R
N-5;Z_R
N-50;AC_I|A_I|F_I
N-51;T_R|Z_I
N-52;AC_R|A_R|F_R
N-53;Z_R
N-54;T_I
N-55;Z_I
N-56;E_I
N-57;AC_R|A_R|C_R|F_R
N-58;T_R
N-59;E_R
N-6;Z_I
N-60;Z_I
N-61;Z_R
N-62;AC_I|A_I|C_I|F_I|T_R
N-63;E_I
N-64;AC_I|A_I|C_I|F_I
N-65;AC_R|A_R|C_R|T_I
N-66;C_I
N-67;E_R
N-68;F_R
N-69;T_I
N-7;Z_I
N-70;C_I
N-71;C_R
N-72;AC_I|A_I|F_I
N-73;Z_R
N-74;C_R
N-76;AC_R|A_R|C_R|F_R
N-77;C_I
N-78;AC_I|A_I|E_I
N-79;AC_R|A_R|C_R
N-8;Z_R
N-80;AC_I|A_I|C_I
N-81;C_I
N-82;C_R
N-83;E_I
N-84;AC_R|A_R
N-85;E_R
N-86;C_R
N-87;AC_I|A_I|C_I
N-88;AC_R|A_R
N-89;AC_I|A_I
N-9;AC_I|A_I
N-90;AC_R|A_R|C_R
N-91;T_R
N-92;C_R
N-93;E_I
N-94;B_I
N-95;B_R
N-96;Z_I
N-97;E_I|F_R
N-98;AC_I|A_I|F_I
N-99;Z_R
P-121;B_R|D_R|E_R|M_R|T_I|X_R
P-122;B_I|D_I|E_I|M_I|X_I
P-123;B_I|D_I|E_I|F_R|M_I|X_I
P-124;B_R|D_R|E_R|F_I|M_R|X_R
P-125;B_R|D_R|E_R|F_I|M_R|X_R
P-126;B_I|D_I|E_I|F_R|M_I|X_I
P-127;B_R|D_R|E_R|F_I|M_R|X_R
P-128;B_I|D_I|E_I|F_R|M_I|X_I
P-129;B_I|D_I|E_I|F_R|M_I|X_I
P-131;B_I|D_I|E_I|F_R|M_I|X_I
P-132;B_I|D_I|E_I|F_R|M_I|X_I
P-133;B_R|D_R|E_R|F_I|M_R|X_R
P-134;B_R|D_R|X_R
P-139;B_R|M_I|T_I|Z_I
P-140;B_R|M_I
P-141;D_I|F_I|M_I
P-147;AC_R|A_R|F_I|M_R|T_I|X_R|Z_R
P-148;AC_R|A_R|E_R|F_I|M_R|T_I|X_R|Z_R
P-150;AC_R|A_R|E_R|F_I|M_R|T_I|X_R|Z_R
P-151;AC_I|A_I|E_I|F_R|M_I|T_R|X_I|Z_I
P-155;AC_R|A_R|E_R|F_I|M_R|T_I|X_R|Z_R
P-156;AC_I|A_I|E_I|F_R|M_I|T_R|X_I|Z_I
P-157;AC_I|A_I|E_I|F_R|M_I|Z_I
P-158;AC_I|A_I|E_I|F_R|M_I|Z_I
P-161;B_I|D_I|E_I|F_R|M_I|Z_I
P-162;AC_R|A_R|E_I|F_R|M_I|T_R
P-163;AC_R|A_R|E_I|F_R|M_I|T_R
P-164;AC_R|A_R|E_I|F_R|M_I|T_R
P-166;B_I|D_I|M_I
P-169;M_I
P-172;B_R|C_R|D_R|M_R|T_I|X_R|Z_R
P-173;B_R|C_R|D_R|E_R|F_I|M_R|X_R|Z_R
P-174;B_R|D_R|E_R|F_I|M_R|X_R|Z_R
P-175;B_R|D_R|E_R|F_I|M_R|X_R|Z_R
P-176;B_I
P-177;B_R
P-180;B_I
P-181;B_I
P-182;B_I
P-183;B_I|C_I
P-184;B_I|D_I|X_I|Z_I
P-185;B_I|D_I|X_I|Z_I
P-186;B_I|C_I|D_I|X_I|Z_I
P-187;B_I|D_I
P-189;B_I|D_I
P-190;B_I|D_I
P-191;B_I
P-192;B_I
P-193;B_I
P-194;B_I
P-196;B_R|D_R|Z_R
P-197;B_R
P-198;B_R
P-199;B_R
P-200;AC_R|A_R|B_R|C_R
P-206;D_I|F_I|T_I
P-207;D_I|F_I
P-209;D_I|F_I
P-210;D_I|F_I
P-212;D_I
P-214;D_I|Z_I
P-216;D_R|X_R
P-217;D_R|X_R
P-220;D_R|F_R
P-221;D_R|F_R
P-222;D_R
P-223;D_R|E_R
P-225;E_I
P-226;E_R
P-227;E_R
P-228;E_R
P-229;E_R|F_I
P-230;AC_I|A_I|C_I|E_R|F_I
P-231;AC_I|A_I|C_I|E_R|F_I
P-232;E_R|M_R
P-233;M_R
P-236;AC_R|A_R|T_R|X_I
P-238;X_I
P-239;X_I
P-244;C_R|X_I
P-248;X_R
P-249;X_R
P-250;X_R
P-251;C_I|X_R
P-252;C_I|X_R
P-253;C_I|X_R
P-254;C_I|X_R
P-255;C_I|X_R
P-256;C_I|X_R
P-258;T_I
P-259;T_I
P-260;T_I
P-261;T_I|Z_R
P-262;T_I
P-263;T_I
P-264;T_I
P-265;T_I
P-266;T_I
P-270;AC_I|A_I|T_I
P-271;AC_R|A_R
P-272;AC_R|A_R
P-273;T_R
P-274;T_R
P-275;T_R
P-276;T_R
P-277;T_R
P-278;T_R
P-279;AC_I|A_I|C_I
P-281;AC_I|A_I|Z_I
P-282;AC_I|A_I|F_I
P-283;AC_I|A_I
P-284;AC_I|A_I
P-285;AC_I|A_I|F_I
P-286;AC_I|A_I|F_I
P-287;A_I
P-288;A_I
P-289;A_I
P-290;A_I
P-292;A_R
P-293;A_R
P-294;AC_R|A_R|F_R
P-295;AC_R|A_R|F_R
P-296;AC_R|A_R|F_R
P-297;AC_R|A_R|C_R
P-299;C_I
P-300;AC_R|C_R
P-302;AC_R|A_R|C_R|F_R
P-303;F_I
P-305;F_I
P-306;F_I
P-307;F_I
P-308;F_I
P-311;Z_I
P-312;Z_R
P-314;AC_R|C_R
P-315;AC_R
P-317;A_I
PR-130;B_R|D_R|E_R|F_I|M_R|X_R
PR-135;B_R|D_R
PR-136;D_R
PR-138;M_I
PR-142;D_R|M_R|Z_I
PR-143;D_R|M_R
PR-144;D_I|F_I|M_I|Z_R
PR-145;D_I
PR-146;AC_R|A_R|M_R
PR-149;AC_R|A_R|E_R|F_I|M_R|T_I|X_R|Z_R
PR-152;AC_I|A_I|E_I|F_R|M_I|T_R|X_I|Z_I
PR-153;AC_R|A_R|E_R|F_I|M_R|T_I|X_R|Z_R
PR-154;AC_I|A_I|E_I|F_R|M_I|T_R|X_I|Z_I
PR-159;AC_I|A_I|E_I|F_R|M_I|Z_I
PR-160;AC_R|A_R|E_R|F_I|M_R|X_R|Z_R
PR-165;B_I|D_I|M_I|T_R
PR-167;B_I|D_I|M_I
PR-168;M_I
PR-170;B_R|C_R|D_R|M_R|X_R|Z_R
PR-171;B_R|C_R|D_R|M_R|T_I|X_R|Z_R
PR-178;B_I|D_I
PR-179;B_I|D_I|F_I
PR-188;B_I|D_I
PR-195;B_R|D_R|X_R
PR-208;D_I|F_I
PR-215;D_I|X_I
PR-218;D_R
PR-224;D_R|E_R
PR-234;X_I
PR-235;T_R|X_I
PR-237;C_I|X_I|Z_I
PR-241;C_R|X_I
PR-242;C_R|X_I
PR-243;C_R|X_I
PR-245;C_R|X_I
PR-246;C_R|X_I
PR-247;X_I
PR-257;X_R
PR-267;AC_I|A_I|C_I|T_I
PR-280;AC_I|A_I|C_I|F_I
PR-291;A_R|T_R
PR-304;F_I
PR-309;AC_R|A_R|C_R|F_R
