iLat;iLon;stops;services;route_segments;puntos
11;8;P-163/P-164/P-173/P-231;A_I/A_R/B_R/C_I/C_R/D_R/E_I/E_R/F_I/F_R/M_I/M_R/T_I/T_R/X_R/Z_R;38/8-9/5/30/33-34/1/20-21/6-7/15-16/11-12/22-23/10/28/4-5/22/0;
11;9;P-185/P-269/PR-267;A_I/B_I/B_R/C_I/C_R/D_I/D_R/M_R/T_I/X_I/X_R/Z_I/Z_R;38-39/21/5/30-31/33/14/1/10/28-29/16/22/31/0;
11;10;P-270;A_I/T_I;39/29;
12;1;P-306;F_I/F_R;12/16;
12;2;P-283;A_I/A_R/F_I/F_R;31/17/12/16;
12;4;P-262/P-275;T_I/T_R;22/12;
12;6;P-183;B_I/B_R/C_I/C_R;15-16/10-11/25-26-27-28/36-37-38-39;
12;7;;B_I/B_R/C_I/C_R/D_I/D_R/Z_I/Z_R;16-17-18-19-20/6-7-8-9-10/28-29/35-36/12/2-3/29/1-2;
12;8;P-174/P-175/P-196;A_R/B_I/B_R/C_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/T_R/X_R/Z_I/Z_R;8/20/5-6/33-34/12-13/1-2/17-18-20/7/16/8-9-11/18-19-20-22/10/4/22/29-30/0-1;
12;9;P-161/P-162/P-184/P-236;A_R/B_I/D_I/E_I/F_R/M_I/T_R/X_I/Z_I;8/20-21/13-14/18-19-20/9-10-11/20-21-22/2-3-4/15-16/30-31;
12;10;P-293/PR-235;A_I/A_R/T_I/T_R/X_I;39-40-41/7-8/29-30/2/14-15;
12;11;;A_I/A_R;41/7;
13;0;;Z_I/Z_R;26-27/4-5;
13;1;P-305;A_I/A_R/F_I/F_R/T_I/T_R/Z_I/Z_R;29-30/18-19/12/16/19-20-21/14-15/27/4;
13;2;P-261;A_I/A_R/T_I/T_R/Z_I/Z_R;30-31/17-18/19-21/13-14-15/27/4;
13;3;;T_I/T_R/Z_I/Z_R;19-21/13-15/27/4;
13;4;P-260/P-276/P-312;T_I/T_R/Z_I/Z_R;18-19-21-22/12-13-15-16/27/4;
13;5;P-311;C_I/C_R/Z_I/Z_R;23-24/40-41/27/4;
13;6;;B_I/B_R/C_I/C_R/Z_I/Z_R;15/11/24-25/39-40/27/4;
13;7;P-212/P-214;D_I/D_R/Z_I/Z_R;11-12/3-4/27-28-29/2-3-4;
13;8;;E_I/E_R/F_I/F_R/M_I/M_R/X_R;17/7/16/8/18/10/22;
13;9;P-158/PR-160;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/X_R/Z_I/Z_R;26/22/16/8/17/7/17/11/23/15/14;
13;10;P-157;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/T_I/T_R/X_I/X_R/Z_I/Z_R;25-26/22-23/15-16/8-9-10/17-18/6-7/16-17/11-12/30/2/14/23-24/14-15/14-15;
13;11;P-287/P-292;A_I/A_R;41-42-43-44-45/5-6-7;
13;12;;A_I;45;
14;0;;Z_I/Z_R;23-24-25-26/5-6-7-8;
14;1;;A_I/A_R/F_I/F_R/Z_I/Z_R;28-29/19-20/11-12/16-17/23/8;
14;2;;A_I/A_R/F_I/F_R/Z_I/Z_R;28/20/11/17/22-23/8-9;
14;3;;A_I/A_R/F_I/F_R;28/20/11/17;
14;4;P-277;A_I/A_R/F_I/F_R/T_I/T_R;28/20/11/17/17-18/16-17;
14;5;;A_I/A_R/C_I/C_R/F_I/F_R;28/20/22-23/41-42/11/17;
14;6;P-182/P-198/P-282/P-296;A_I/A_R/B_I/B_R/F_I/F_R;28/20/14-15/11-12/11/17;
14;7;P-209/P-210/P-220/P-281;A_I/A_R/D_I/D_R/F_I/F_R/Z_I/Z_R;26-27-28/20-21/10-11/4-5/9-10-11/17-18/16-17-18-19/12-13;
14;8;;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/X_R/Z_I/Z_R;26/21-22/16-17/7-8/16-17/7-8/17-18/10-11/22-23/15-16/13-14;
14;9;PR-159;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/X_R/Z_I/Z_R;26/22/16/8/17/7/17/11/23/15/14;
14;10;P-155/P-156/PR-154;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/T_I/T_R/X_I/X_R/Z_I/Z_R;25/23/15/10/18/6/16/12/30/2/14/24/14/15;
14;11;;A_I/A_R;47-48/3-4-5;
14;12;P-288/P-317;A_I/A_R;45-47/3-4;
14;13;P-289;A_I;45-46;
15;2;;Z_I/Z_R;21-22/9-10;
15;3;;Z_I/Z_R;20-21/10-11;
15;4;;T_I/T_R/Z_I/Z_R;17/17/20/11;
15;5;;C_I/C_R/Z_I/Z_R;22/42/20/11;
15;6;P-181/P-199;B_I/B_R/Z_I/Z_R;14/12/20/11;
15;7;PR-208;D_I/D_R/F_I/F_R/Z_I/Z_R;10/5/9/18/19-20/11-12;
15;8;P-207/P-221;D_I/D_R/F_I/F_R;10/5/9/18;
15;10;P-148/P-150/P-151/PR-149/PR-152/PR-153;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/T_I/T_R/X_I/X_R/Z_I/Z_R;25/23/15/10/18/6/16/12/30/2/14/24/14/15;
15;11;;A_I/A_R;48/3;
15;12;P-290;A_I;47;
15;13;;A_I;46-47;
16;4;P-259;A_I/A_R/C_I/C_R/F_I/F_R/T_I/T_R;17-18/28-29/20-21/43-44/5-6/21-22/17/17;
16;5;P-278;A_I/A_R/C_I/C_R/F_I/F_R/T_I/T_R;18-19/27-28/21-22/42-43/6-7/20-21/16-17/17-18;
16;6;P-180;B_I/B_R/T_I/T_R;14/12/16/18;
16;7;P-258;T_I/T_R;16/18;
16;8;P-206/P-222;D_I/D_R/E_I/F_I/F_R/T_I/T_R;10/5/13-14/9/18/15-16/18-19;
16;9;;A_I/A_R/E_I/E_R/M_I/M_R/Z_I/Z_R;20-21-22/24/14/13-14/13-14-15/13/11-12-13/16-17-18;
16;10;;A_I/A_R/E_I/E_R/F_I/F_R/M_I/M_R/T_I/T_R/X_I/X_R/Z_I/Z_R;22-23-24-25/23-24/14-15/10-11-12-13/18/6/15-16/12-13/30/2/12-13-14/24-25-26/13-14/15-16;
16;11;P-147;A_I/A_R/E_R/F_I/F_R/M_I/M_R/T_I/T_R/X_I/X_R/Z_I/Z_R;48-49-50-51-52/0-1-2-3-23-24/10-11/18/6/15-16/12-13/30-31-32/0-1-2/13-14/24-25/13-14/15-16;
16;12;;A_I/A_R/T_I/T_R;50-51-52/0/32/0;
16;13;;A_I/A_R/T_I;52-53/0/32;
17;4;PR-280/PR-309;A_I/A_R/C_I/C_R/F_I/F_R;17/29/20/44/5/22;
17;5;;A_I/A_R/C_I/C_R/F_I/F_R;17-19/27-29/20/44/5-7-8/19-20-22;
17;6;;A_I/A_R/B_I/B_R/F_I/F_R;19-20/26-27/14/12/4-8/19-23;
17;7;;A_I/A_R/F_I/F_R/T_I/T_R/Z_I/Z_R;20/26/4-8/19-23/13-14/20-21/10-11/18-19;
17;8;PR-143/PR-144/PR-146;A_I/A_R/D_I/D_R/E_I/F_I/F_R/M_I/M_R/T_I/T_R/Z_I/Z_R;20/26/10/5/12-13/3-4-8-9/18-19-23-24/12-13/15-16/14-15/19-20/11/18;
17;9;;A_I/A_R/E_I/E_R/M_I/M_R/Z_I/Z_R;20-21-22/24-25-26/10-11-12/14/13-14-15/13-14-15/11-12-13/16-17-18;
17;10;;X_I/X_R;12/26;
17;11;;F_I/F_R;18/6;
17;12;;T_R;0;
17;13;PR-291;A_I/A_R/T_I/T_R;53-54/0/32/0;
17;14;;A_I/A_R/T_I/T_R;54-55/0/32/0;
17;15;;B_I/B_R/D_I/D_R/E_I/E_R/F_I/M_I/M_R/T_I/T_R/X_I/X_R;3/22/2/14/2/22/22/2/26/32-33/0/2/34;
17;16;P-121/P-122;B_I/B_R/D_I/D_R/E_I/E_R/F_I/M_I/M_R/X_I/X_R;2-3/22-23/1-2/14-15/1-2/22-23/22-23/1-2/26-27/1-2/34-35-36;
17;17;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;2/23/1/15/1/23/1/27/1/36;
18;5;;A_I/A_R/C_I/C_R/F_I/F_R;16-17/29-30/19-20/44-45/4-5/22-23;
18;6;P-279/P-302;A_I/A_R/B_I/B_R/C_I/C_R/F_I/F_R;15-16/30-31-32/14/12/18-19/45-46-47/4/23;
18;7;;B_I/B_R/T_I/T_R/Z_I/Z_R;14/12/13/21/10/19;
18;8;P-141/PR-142;D_I/D_R/F_I/F_R/M_I/M_R;10/5/3/24/12/16;
18;9;;E_I/E_R;8-9-10/14-15-16;
18;10;PR-234;X_I/X_R;12/26;
18;11;;F_I/F_R;18/6;
18;14;P-125;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;3/22/2/14/2/22/22/2/2/26/2/34;
18;15;P-123/P-124;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;3/22/2/14/2/22/22/0-1-2/2/26/2/34;
18;16;;F_I/F_R;23-24/0;
18;17;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;2/23/1/15/1/23/1/27/1/36;
18;18;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;2/23/1/15/1/23/1/27/1/36;
18;19;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;2/23/1/15/1/23/1/27/1/36;
18;20;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;2/23/1/15/1/23/1/27/1/36;
18;21;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;1-2/23/1/15-16/1/23/1/27/1/36;
18;22;;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;0-1/23-24-25/0-1/16-17-18/0-1/23-24-25/0-1/27-28-29/0-1/36-37-38;
19;5;;A_I/A_R/C_I/C_R;11-12-13/34-35-36/15-16-17/49-50-51;
19;6;P-297;A_I/A_R/C_I/C_R;9-10-11-13-14-15/32-33-34-36/13-14-15-17-18/47-48-49-51;
19;7;P-139/P-200;A_I/A_R/B_I/B_R/C_I/C_R/M_I/M_R/T_I/T_R/Z_I/Z_R;8-9/36-37/13-14/12-13/12-13/51-52/10-11/17-18/11-12-13/21-22-23/8-9-10/19-20-21;
19;8;P-140/PR-179;B_I/B_R/D_I/D_R/F_I/F_R/M_I/M_R;10-11-12-13/13-14-15/9-10/5-6/3/24/11-12/16-17-19-20;
19;9;P-223/PR-178/PR-224;B_I/B_R/D_I/D_R/E_I/E_R;10/15/8-9/6-7/8/16;
19;10;P-177;B_I/B_R/X_I/X_R;9-10/15-16/11-12/26-27;
19;11;;F_I/F_R/X_I/X_R;18/6/10-11/27-28;
19;13;;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;3/22/3/13/2-3/22/21/2/2/26/3/34;
19;14;P-126/P-127/P-128;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;3/22/2-3/13-14/2/22/21-22/2/2/26/2-3/34;
20;7;;A_I/A_R/C_I/C_R/M_I/M_R/T_I/T_R/Z_I/Z_R;7-8/37-38/8-9-11-12/52-53-55-56/9-10/18-19/10-11/23-24/7-8/21-22;
20;8;PR-304;A_I/A_R/C_I/C_R/F_I/F_R/M_I/M_R/T_I/T_R/Z_I/Z_R;6-7/38-39/9-10-11/53-54-55/3/24/8-9/19-20/7-8-9-10/24-25-26-27/6-7/22-23;
20;9;;D_I/D_R/E_I/E_R/F_I;8/7/8/16/3;
20;10;P-176;B_I/B_R;9/16;
20;11;;B_I/B_R/D_I/D_R/E_I/F_I/F_R/M_I/X_I/X_R;8/17/7/8/7/18/6/7/9-10/28-29;
20;12;P-133/P-134;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;6-7-8/17-18-19/5-6-7/8-9-10/5-6-7/19/18-19/5-6/5-6-7/25/6-8-9/29-30-31;
20;13;P-129/P-131/PR-130;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;3-4-5-6/19-20-21-22/3-4-5/10-11-12-13/3-4-5/19-20-21-22/19-20-21/2-3-4-5/2-3-4-5/25-26/3-4-5-6/31-32-33-34;
21;7;;C_I/C_R;7-8/56-57;
21;8;;A_I/A_R/C_I/C_R/F_R/M_I/M_R/T_I/T_R/Z_I/Z_R;4-5-6/39-40-41/5-6-7/57-58-59/24-25/7-8/20-21/3-4-5-6-7/27-28-29-30/5-6/23-24;
21;9;P-303/PR-138;A_I/A_R/C_I/C_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/T_I/T_R/Z_I/Z_R;2-3-4/41-42-43/4-5/59-60/7-8/7-8/7-8/16-17/2-3/25-26/7/21-22-23/1-2-3/30-31-32/4-5/24-25;
21;10;PR-136;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R;8-9/16-17/7/8/7/17/7/23;
21;11;P-232/PR-135;B_I/B_R/D_I/D_R/E_I/E_R/M_I/M_R/X_I/X_R;8/17/7/8/7/17/7/23/9-10/28-29;
21;12;P-132;B_I/B_R/D_I/D_R/E_I/E_R/F_I/F_R/M_I/M_R/X_I/X_R;6-7/18-19/5-6/9-10/5-6/17-18-19/18-19/5-6/5-6/23-24-25/6-7-8/30-31;
22;9;;A_I/A_R/C_I/C_R/F_I/F_R/T_I/T_R/Z_I/Z_R;2/43-44/3-4/60-61/2/26-27/1/32/2-3-4/25;
23;8;;A_I/A_R/C_I/C_R/F_I/F_R/T_I/T_R/Z_I/Z_R;0-1/45-46-47/0-1/62-63-64/0/28-29/0/34-35/0-1/26-27-28;
23;9;;A_I/A_R/C_I/C_R/F_I/F_R/T_I/T_R/Z_I/Z_R;1-2/44-45/1-2-3/61-62/0-1-2/27-28/0-1/32-33-34/1-2/25-26;
