paradas;servicios
32677;02aI-02kI-10aI-10bI-10cI-31dI-32eI-32hI
32678;02aI-02kI-10aI-10bI-10cI-31dI-32eI-32hI
32679;02aI-02kI-10aI-10cI
32680;02aI-02kI-10aI-10cI
32681;02aI-02kI-10cI-70gI-70hI-70iI
32682;02aI-02kI-10jI-70gI-70hI-70iI
32683;02aI-02kI-10jI-70gI-70hI-70iI
32684;02aI-02kI-10aI-10jI-70gI-70hI-70iI
32685;02aI-02kI-10aI-10jI-70gI-70hI-70iI
32686;02aI-02kI-10aI-10jI-70gI-70hI-70iI
32687;02kI-70gI-70hI
32688;02kI-70gI-70hI
32689;02kI-70gI-70hI
32690;02kI-70gI-70hI
32691;02kI-70gI-70hI
32692;02dI
32693;02aI-02dI-10jI
32694;02dI-10lI-10nI-70fI
32695;02dI-10lI-10nI-70fI
32696;02dI-10lI-10nI-70fI
32697;02dI
32698;02dI
32699;02dI
32700;02dI
32701;02dI-42fI-42hI
32702;02dI-12qI-42fI-42hI-44eI
32703;02dI-12qI-42fI-42hI-44eI
32704;02dI-12qI-42fI-42hI-44eI
32705;02dI-44uI-81cI
32706;02dI-44uI-60xI-60yI-81cI
32707;02dI-12qI-40pI-41rI-42fI-42hI-43tI
32708;02dI-12qI-40pI-41rI-42fI-42hI-43tI-81cI
32709;02dI-12qI-30mI-30nI-40pI-41rI-42fI-42hI-43tI-60xI-71iI-81cI
32710;02dI-12qI-30mI-30nI-40pI-41rI-42fI-42hI-60xI-71iI-81cI
32711;02dI-12qI-30mI-30nI-40pI-41rI-42fI-42hI-60xI-71iI-81cI
32712;02dI-40pI-41rI-42fI-42hI-60xI
32713;02dI-42hI-60xI
32714;02dI-12bI-41rI-42fI
32715;02dI-12bI-41rI-42fI
32716;02dI-12bI-41rI-42fI
32717;02dI-12bI-40bI-40gI-71zI
32718;02dI-41vI-60kI
32719;02dI-41vI-60kI
32720;02dI-41vI-60kI
32721;02dI-41vI-60kI
32722;02aI-42fI
32723;02aI-42fI
32724;02aI-12aI-12bI-30dI-30eI-41qI-42uI-42wI-71zI-81sI
32725;02aI-60kI
32726;02aI-65eI
32727;02aI-60kI
32728;02aI-60kI
32729;02aI-65eI
32730;02aI
32731;02aI
32732;02aI-65eI
32733;02aI-65eI
32734;02aI
32735;02aI
32736;02aI
32737;02aI-10jI
32738;02aI-30dI-30eI-40bI-40gI-43jI-71zI
32739;02aI-30dI-30eI-40bI-40gI-43jI-71zI
32740;02aI-44uI
32741;02aI-60kI-60lI-81sI
32742;02aI-60kI-60lI-81sI
32743;02aI-40gI-60kI-60lI-81sI
32744;02aI-40gI-60kI-60lI-81sI
32745;02aI-12qI-30rI-31dI-32eI-32hI-40gI-42hI-52aI-56oI-57pI-62mI-62nI-70gI-70hI-70iI
32746;02aI-12qI-30rI-31dI-32eI-32hI-40gI-42hI-52aI-56oI-57pI-62mI-62nI-70gI-70hI-70iI
32747;02aI-12qI-30rI-31dI-32eI-32hI-40gI-42hI-52aI-56oI-57pI-62mI-62nI-70gI-70hI-70iI
32748;02aI-30rI-31dI-32eI-32hI-52aI-56oI-57pI-62mI-62nI-70gI-70hI-70iI
32749;02aI-30rI-31dI-32eI-32hI-52aI-56oI-57pI-62mI-62nI-70gI-70hI-70iI
32750;02aI-30rI-31dI-32eI-32hI-52aI-56oI-57pI-62mI-62nI-70gI-70hI-70iI
32751;02aI-10aI-10jI-70iI
32752;02aI-10aI-10jI-70iI
32753;02aI-10aI-10jI-70iI
33634;12qI-12rI-13gI-16hI-16iI
33635;10bI-10dI-12qI-12rI-13gI-16hI-16iI-17oI-18yI-80jI-80kI-81cI
33636;10bI-10dI-12qI-12rI-13gI-16hI-16iI-17oI-18yI-80jI-80kI-81cI
33637;10aI-10bI-10dI-12qI-12rI-13gI-16hI-16iI-17oI-18yI-80jI-80kI-81cI
33638;10aI-10bI-10dI-10jI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33639;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33640;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33641;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33642;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33643;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33644;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33645;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33646;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33647;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33648;11eI-11fI-12qI-12rI-13gI-16hI-16iI-17aI-17oI-80jI-80kI-81cI
33649;10aI-10bI-10cI-10dI-10jI-10tI-12qI-12rI-13gI-17aI-17oI-18yI-80jI-80kI-81cI
33650;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-81cI
33651;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80hI-80jI
33652;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80hI-80kI
33653;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80jI-80kI
33654;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80jI-80kI
33655;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80jI-80kI
33656;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80jI-80kI
33657;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80jI-80kI
33658;10aI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-13gI-14hI-16hI-16iI-17oI-80jI-80kI
33659;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-80lI-81cI
33660;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-80lI-81cI
33661;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-80lI-81cI
33662;10kI-10lI-10mI-10nI-10oI-10pI-12qI-12rI-13gI-14tI-14uI-18pI
33663;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-80lI-81cI
33664;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-80lI-81cI
33665;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-80jI-80kI-80lI-81cI
33666;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-72wI-72zI-80jI-80kI-80lI-81cI
33667;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-72wI-72zI-80jI-80kI-80lI-81cI
33668;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-60mI-72wI-72zI-80jI-80kI-80lI-81cI
33669;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-60mI-72wI-72zI-80jI-80kI-80lI-81cI
33670;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-60mI-72wI-72zI-80jI-80kI-80lI-81cI
33671;10aI-10bI-10cI-10dI-10jI-10tI-11eI-11fI-12qI-12rI-13gI-14hI-14zI-16hI-16iI-17aI-17oI-18yI-60mI-72wI-72zI-80jI-80kI-80lI-81cI
