Codigo;Abreviacion;Nombre;Linea;Dias;Apertura Estacion;Apertura Boletaria;Cierre boleteria;Cierre Estacion;Destino 1;Primer Tren D1;Ultimo tren D1;Destino 2;Primer Tren D2;Ultimo tren D2;Expreso
112;PZC;Plaza Chacabuco;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
113;HOS;Hospitales;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
12;CA;Puente Cal y Canto;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
114;PZA;Plaza de Armas_L3;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
15;CH;Universidad de Chile;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
115;PAL;Parque Almagro;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
116;MAT;Avenida Matta;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
35;IRA;Irarrázaval;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
117;MEY;Mons. Eyzaguirre;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
106;NUN;Ñuñoa;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
118;ESP;Chile-España;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
119;VFR;Villa Frei;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
24;PZE;Plaza Egaña;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
120;FCV;Fernando Castillo Velasco;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
108;LIB;Los Libertadores;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
109;CAR;Cardenal Caro;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
110;VIV;Vivaceta;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
111;CCH;Conchalí;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
112;PZC;Plaza Chacabuco;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
113;HOS;Hospitales;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
12;CA;Puente Cal y Canto;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
114;PZA;Plaza de Armas_L3;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
15;CH;Universidad de Chile;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
115;PAL;Parque Almagro;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
116;MAT;Avenida Matta;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
35;IRA;Irarrázaval;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
117;MEY;Mons. Eyzaguirre;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
106;NUN;Ñuñoa;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
118;ESP;Chile-España;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
119;VFR;Villa Frei;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
24;PZE;Plaza Egaña;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
120;FCV;Fernando Castillo Velasco;L3;Sábado;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
108;LIB;Los Libertadores;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
109;CAR;Cardenal Caro;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
110;VIV;Vivaceta;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
111;CCH;Conchalí;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
112;PZC;Plaza Chacabuco;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
113;HOS;Hospitales;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
12;CA;Puente Cal y Canto;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
114;PZA;Plaza de Armas_L3;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
15;CH;Universidad de Chile;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
115;PAL;Parque Almagro;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
116;MAT;Avenida Matta;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
35;IRA;Irarrázaval;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
117;MEY;Mons. Eyzaguirre;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
106;NUN;Ñuñoa;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
118;ESP;Chile-España;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
119;VFR;Villa Frei;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
24;PZE;Plaza Egaña;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
120;FCV;Fernando Castillo Velasco;L3;Domingo;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
