id;id_station_measure
2442496-Wcdma;WOM;69
2442526-Wcdma;Claro;67
2442536-Wcdma;Claro;67
2447264-Wcdma;Claro;70
24513-Gsm;Entel;75
245249-Lte;Claro;49
245250-Lte;Claro;49
245253-Lte;Claro;78
2453966-Wcdma;Claro;70
2453976-Wcdma;Claro;70
24591-Gsm;Entel;103
24612-Gsm;Claro;24
24615-Gsm;Movistar;23
24616-Gsm;Claro;23
24617-Gsm;Entel;22
24617-Gsm;Movistar;23
24620-Gsm;Entel;23
24620-Gsm;Movistar;22
24621-Gsm;Claro;22
24621-Gsm;Movistar;22
24622-Gsm;Claro;22
24622-Gsm;Movistar;22
24625-Gsm;Movistar;21
24626-Gsm;Movistar;21
24627-Gsm;Movistar;21
24631-Gsm;Movistar;20
24632-Gsm;Claro;20
24632-Gsm;Movistar;20
24635-Gsm;Claro;19
24635-Gsm;Movistar;19
24636-Gsm;Claro;19
24637-Gsm;Movistar;19
24640-Gsm;Entel;18
24640-Gsm;Movistar;18
24642-Gsm;Claro;18
24642-Gsm;Movistar;18
24652-Gsm;Movistar;43
24653-Gsm;Claro;42
24653-Gsm;Entel;43
24653-Gsm;Movistar;43
24654-Gsm;Movistar;43
24655-Gsm;Movistar;44
24656-Gsm;Claro;44
24656-Gsm;Entel;44
24656-Gsm;Movistar;44
24657-Gsm;Claro;45
24657-Gsm;Movistar;44
24658-Gsm;Claro;45
24658-Gsm;Movistar;45
24659-Gsm;Entel;45
24659-Gsm;Movistar;45
24660-Gsm;Claro;45
24660-Gsm;Movistar;45
24662-Gsm;Claro;45
24663-Gsm;Entel;46
24663-Gsm;Movistar;46
24664-Gsm;Movistar;47
24665-Gsm;Entel;47
24665-Gsm;Movistar;47
24666-Gsm;Claro;47
24666-Gsm;Entel;47
24666-Gsm;Movistar;47
24667-Gsm;Entel;48
24668-Gsm;Claro;48
24669-Gsm;Entel;48
24669-Gsm;Movistar;48
24670-Gsm;Claro;49
24670-Gsm;Movistar;49
24671-Gsm;Claro;49
24671-Gsm;Entel;49
24671-Gsm;Movistar;49
24762-Gsm;Entel;73
2481564-Wcdma;Claro;67
2481763-Wcdma;Claro;65
2481823-Wcdma;Claro;69
2481824-Wcdma;WOM;69
2481943-Wcdma;Claro;66
2485099-Wcdma;WOM;65
2485101-Wcdma;Claro;65
2485101-Wcdma;WOM;65
2485181-Wcdma;Claro;66
2485329-Wcdma;Claro;69
2485400-Wcdma;Claro;69
2485401-Wcdma;Claro;67
24855-Wcdma;Movistar;7
24856-Wcdma;Movistar;37
248579-Lte;Claro;82
2486045-Wcdma;Claro;68
2486046-Wcdma;WOM;69
2488520-Wcdma;Claro;70
249602-Lte;Claro;84
249603-Lte;Claro;84
25151-Gsm;Entel;63
25152-Gsm;Entel;64
254234-Wcdma;Claro;86
254235-Wcdma;Claro;83
25512-Gsm;Entel;58
25531-Gsm;Movistar;32
25532-Gsm;Entel;32
25532-Gsm;Movistar;32
25533-Gsm;Movistar;32
25535-Gsm;Claro;31
25535-Gsm;Entel;30
25535-Gsm;Movistar;31
25536-Gsm;Entel;30
25536-Gsm;Movistar;31
25538-Gsm;Movistar;30
25538-Gsm;WOM;30
25539-Gsm;Movistar;30
25541-Gsm;Claro;92
25542-Gsm;Claro;92
25542-Gsm;Movistar;92
25543-Gsm;Claro;28
25592-Gsm;Entel;102
25859-Lte;Claro;36
25861-Gsm;Entel;66
25864-Lte;Claro;36
258657-Wcdma;Claro;31
258659-Wcdma;Claro;46
258665-Wcdma;Claro;34
258667-Wcdma;WOM;83
258668-Wcdma;Claro;105
26151-Gsm;Entel;1
26192-Gsm;Entel;37
26351-Gsm;Entel;82
26551-Gsm;Entel;61
26582-Gsm;Entel;38
267390982-Wcdma;Claro;83
26743-Gsm;Entel;105
2682233-Wcdma;Movistar;27
2682234-Wcdma;Movistar;27
2682236-Wcdma;Movistar;27
2682237-Wcdma;Movistar;27
26882-Gsm;Entel;76
26883-Gsm;Entel;76
271361-Lte;Claro;86
271361-Lte;WOM;86
29083-Gsm;Entel;74
29131-Gsm;Entel;61
29132-Gsm;Entel;61
2952742-Wcdma;Movistar;22
2952743-Wcdma;Movistar;23
2952744-Wcdma;Movistar;22
2952745-Wcdma;Movistar;22
2952747-Wcdma;Movistar;22
2952748-Wcdma;Movistar;16
2952749-Wcdma;Movistar;16
2952750-Wcdma;Movistar;16
2952751-Wcdma;Movistar;16
2952753-Wcdma;Movistar;16
2952757-Wcdma;Movistar;96
2952761-Wcdma;Movistar;20
2952762-Wcdma;Movistar;20
2952764-Wcdma;Movistar;20
2952765-Wcdma;Movistar;20
2952766-Wcdma;Movistar;18
2952767-Wcdma;Movistar;18
2952768-Wcdma;Movistar;18
2952769-Wcdma;Movistar;18
2952770-Wcdma;Movistar;18
2952771-Wcdma;Movistar;18
2952772-Wcdma;Movistar;19
2952773-Wcdma;Movistar;19
2952774-Wcdma;Movistar;19
2952775-Wcdma;Movistar;19
2952776-Wcdma;Movistar;19
2952777-Wcdma;Movistar;19
2952778-Wcdma;Movistar;17
2952779-Wcdma;Movistar;17
2952780-Wcdma;Movistar;17
2952781-Wcdma;Movistar;17
2952783-Wcdma;Movistar;17
2952784-Wcdma;Movistar;21
2952785-Wcdma;Movistar;21
2952786-Wcdma;Movistar;21
2952787-Wcdma;Movistar;21
2952788-Wcdma;Movistar;21
2952789-Wcdma;Movistar;21
2952791-Wcdma;Movistar;50
2952814-Wcdma;Movistar;15
2952815-Wcdma;Movistar;15
2952817-Wcdma;Movistar;15
2952818-Wcdma;Movistar;15
2952819-Wcdma;Movistar;15
29680-Gsm;Claro;53
29680-Gsm;Movistar;53
2969071-Wcdma;Movistar;24
2969073-Wcdma;Movistar;24
2969074-Wcdma;Movistar;23
2969075-Wcdma;Movistar;23
2969077-Wcdma;Movistar;22
2969079-Wcdma;Movistar;22
2969080-Wcdma;Movistar;21
2969081-Wcdma;WOM;21
2969082-Wcdma;Movistar;21
2969085-Wcdma;Movistar;20
2969086-Wcdma;Movistar;19
2969088-Wcdma;Movistar;19
2969089-Wcdma;Movistar;18
2969090-Wcdma;Movistar;18
2969091-Wcdma;Movistar;18
2969091-Wcdma;WOM;18
2969092-Wcdma;Movistar;17
2969092-Wcdma;WOM;17
2969093-Wcdma;Movistar;17
2969094-Wcdma;Movistar;17
2969095-Wcdma;Movistar;16
2969097-Wcdma;Movistar;16
2969098-Wcdma;Movistar;16
2969099-Wcdma;Movistar;15
2969100-Wcdma;Movistar;15
2971668-Wcdma;Movistar;21
2971669-Wcdma;Movistar;50
2971670-Wcdma;Movistar;50
2971671-Wcdma;Movistar;21
2971672-Wcdma;Movistar;50
2971673-Wcdma;Movistar;50
2983816-Gsm;Movistar;96
2983816-Wcdma;Movistar;96
2983817-Wcdma;Movistar;96
2983818-Wcdma;Movistar;96
2999755-Wcdma;Movistar;96
2999756-Wcdma;Movistar;96
2999757-Wcdma;Movistar;96
3001458-Gsm;Movistar;97
3001458-Wcdma;Movistar;97
3001459-Gsm;Movistar;97
3001460-Gsm;Movistar;97
3001460-Wcdma;Movistar;97
3001461-Wcdma;Movistar;97
3001461-Wcdma;WOM;97
3001463-Wcdma;Movistar;97
30025-Gsm;WOM;69
30054-Gsm;WOM;70
3008598-Wcdma;Movistar;98
3008599-Gsm;Movistar;98
3008600-Wcdma;Movistar;98
3008602-Wcdma;Movistar;98
3008603-Wcdma;Movistar;98
3008604-Wcdma;Movistar;98
3008606-Wcdma;Movistar;99
3008607-Wcdma;Movistar;99
3008608-Wcdma;Movistar;99
3008610-Wcdma;Movistar;99
3008612-Wcdma;Movistar;99
3008612-Wcdma;WOM;99
3009324-Wcdma;Movistar;18
3009325-Wcdma;Movistar;18
3009326-Wcdma;Movistar;18
3009327-Wcdma;Movistar;19
3009328-Wcdma;Movistar;19
3009329-Wcdma;Movistar;19
3009331-Wcdma;Movistar;20
3009332-Wcdma;Movistar;20
3009333-Wcdma;Movistar;21
3009333-Wcdma;WOM;21
3009334-Wcdma;WOM;21
3009336-Wcdma;Movistar;22
3009337-Wcdma;Movistar;22
3009338-Wcdma;Movistar;22
3009339-Wcdma;Movistar;23
3009340-Wcdma;Movistar;23
3009341-Wcdma;Movistar;23
3009342-Wcdma;Movistar;24
3009344-Wcdma;Movistar;24
3009646-Wcdma;Movistar;17
3009649-Wcdma;Movistar;16
3009650-Wcdma;Movistar;16
3009651-Wcdma;Movistar;16
3009652-Wcdma;Movistar;15
3009653-Wcdma;Movistar;15
3009654-Wcdma;Movistar;15
30210-Lte;Claro;36
30214-Gsm;Claro;70
30214-Gsm;WOM;70
30215-Gsm;Claro;71
30354-Gsm;Claro;66
30355-Gsm;WOM;67
30465-Gsm;Claro;11
30465-Lte;Claro;11
305922-Lte;Claro;84
307243-Wcdma;Movistar;19
307247-Wcdma;Movistar;17
3073537-Lte;Entel;61
3073540-Lte;Entel;61
3073543-Lte;Entel;61
3083779-Lte;Entel;82
3083782-Wcdma;Movistar;103
3083785-Wcdma;Movistar;103
3083786-Wcdma;Movistar;104
3084907-Wcdma;Movistar;61
3084909-Wcdma;Movistar;61
3084910-Wcdma;Movistar;61
3084911-Wcdma;Movistar;61
3087645-Wcdma;Movistar;105
3087647-Wcdma;Movistar;104
3087663-Wcdma;Movistar;105
3088029-Wcdma;Movistar;111
3088032-Wcdma;Movistar;114
3088033-Wcdma;Movistar;113
3088034-Wcdma;Movistar;112
3088034-Wcdma;WOM;112
3088036-Wcdma;Movistar;116
3088041-Wcdma;Movistar;110
3088042-Wcdma;Movistar;109
3088043-Wcdma;Movistar;109
3088044-Wcdma;Movistar;111
3088045-Wcdma;Movistar;111
3088046-Wcdma;Movistar;110
3088047-Wcdma;Movistar;113
3088048-Wcdma;Movistar;112
3088049-Wcdma;Movistar;112
3088050-Wcdma;Movistar;114
3088051-Wcdma;Movistar;114
3088052-Wcdma;Movistar;113
3088053-Wcdma;Movistar;115
3088054-Wcdma;Movistar;115
3088055-Wcdma;Movistar;116
3088056-Wcdma;Movistar;116
3088057-Wcdma;Movistar;117
3088058-Wcdma;Movistar;117
3088059-Wcdma;Movistar;118
3088060-Wcdma;Movistar;118
3088589-Wcdma;Movistar;115
3088590-Wcdma;Movistar;115
3088591-Wcdma;Movistar;116
3088592-Wcdma;Movistar;116
3088593-Wcdma;Movistar;117
3088594-Wcdma;Movistar;117
3088623-Wcdma;Movistar;118
3089317-Wcdma;Movistar;114
3089495-Wcdma;Movistar;132
3089496-Wcdma;Movistar;132
3089497-Wcdma;Movistar;131
3089498-Wcdma;Movistar;132
3089499-Wcdma;Movistar;132
3089500-Wcdma;Movistar;131
3089501-Wcdma;Movistar;131
3089502-Wcdma;Movistar;130
3089503-Wcdma;Movistar;131
3089504-Wcdma;Movistar;130
3089506-Wcdma;Movistar;130
3089507-Wcdma;Movistar;129
3089508-Wcdma;Movistar;129
3089509-Wcdma;Movistar;130
3089510-Wcdma;Movistar;129
3089511-Wcdma;Movistar;129
3092831-Wcdma;Movistar;100
3092894-Wcdma;Movistar;73
3093570-Wcdma;Movistar;59
3093592-Wcdma;Movistar;103
3093704-Wcdma;Movistar;60
3093758-Wcdma;Movistar;103
3094376-Wcdma;Movistar;60
3094378-Wcdma;Movistar;60
3094507-Wcdma;Movistar;106
3094512-Wcdma;Movistar;100
3094859-Wcdma;Movistar;102
3094860-Gsm;Movistar;102
3094860-Wcdma;Movistar;102
3094906-Wcdma;Movistar;106
3095160-Wcdma;Movistar;103
3095187-Wcdma;Movistar;106
3095792-Wcdma;Movistar;61
3096281-Wcdma;Movistar;103
3096282-Wcdma;Movistar;103
3096365-Wcdma;Movistar;102
3096371-Wcdma;Movistar;101
3096628-Wcdma;Movistar;102
3096633-Wcdma;Movistar;60
3096637-Wcdma;Movistar;106
3096753-Wcdma;Movistar;101
3096800-Wcdma;Movistar;102
3096801-Wcdma;Movistar;101
3096842-Wcdma;Movistar;61
3096843-Wcdma;Movistar;106
3096863-Wcdma;Movistar;106
3097341-Wcdma;Movistar;60
3097484-Wcdma;Movistar;60
3097485-Wcdma;Movistar;103
3097549-Wcdma;Movistar;103
30977-Lte;Claro;16
3097796-Wcdma;Movistar;58
30978-Lte;Claro;16
3097863-Wcdma;Movistar;102
3097924-Wcdma;Movistar;106
3098428-Wcdma;Movistar;106
3098757-Wcdma;Movistar;103
3098771-Wcdma;Movistar;60
3098773-Wcdma;Movistar;60
3098832-Wcdma;Movistar;102
3099657-Wcdma;Movistar;104
3099658-Wcdma;Movistar;104
3099659-Wcdma;Movistar;104
3099660-Wcdma;Movistar;104
3099661-Wcdma;Movistar;104
3102752-Wcdma;Movistar;58
3102752-Wcdma;WOM;58
3102753-Wcdma;Movistar;58
3103704-Wcdma;Movistar;105
3103707-Wcdma;Movistar;105
3103709-Wcdma;Movistar;105
3103713-Wcdma;Movistar;105
3106918-Wcdma;Movistar;103
3109974-Wcdma;Movistar;60
3109976-Wcdma;Movistar;60
3110301-Wcdma;Movistar;104
3110302-Wcdma;Movistar;104
3110390-Wcdma;Movistar;106
3110806-Wcdma;Movistar;60
3110806-Wcdma;WOM;60
3110807-Wcdma;Movistar;103
3110992-Wcdma;Movistar;58
3111103-Wcdma;Movistar;58
3111820-Wcdma;WOM;62
3111821-Wcdma;Movistar;62
3111821-Wcdma;WOM;62
3111822-Wcdma;Movistar;62
3111824-Wcdma;Movistar;62
3113340-Wcdma;Movistar;73
3113345-Wcdma;Movistar;73
312065-Lte;Claro;26
312321-Lte;Claro;27
31233-Lte;Claro;35
31234-Gsm;Claro;36
31234-Lte;Claro;35
31235-Lte;Claro;35
31236-Lte;Claro;35
3124500-Wcdma;Movistar;60
3124622-Wcdma;Movistar;103
3124659-Wcdma;Movistar;60
3124875-Wcdma;Movistar;103
3124964-Wcdma;Movistar;105
3124966-Wcdma;Movistar;106
3125050-Wcdma;Movistar;106
3125079-Gsm;Movistar;100
3125079-Wcdma;Movistar;100
3125212-Wcdma;Movistar;60
3125281-Wcdma;Movistar;103
3125321-Wcdma;Movistar;102
3125322-Wcdma;Movistar;102
3125506-Lte;Entel;2
3129958-Wcdma;Movistar;102
3129961-Wcdma;Movistar;102
3132544-Wcdma;Movistar;59
3132545-Wcdma;Movistar;59
3135775-Wcdma;Movistar;59
3136648-Wcdma;Movistar;107
3136649-Wcdma;Movistar;107
3136650-Wcdma;Movistar;107
3136651-Wcdma;Movistar;107
3136652-Wcdma;Movistar;107
3136653-Wcdma;Movistar;107
3136654-Wcdma;Movistar;63
3136655-Wcdma;Movistar;108
3136656-Wcdma;Movistar;108
3136657-Wcdma;Movistar;63
3136658-Wcdma;Movistar;108
3136658-Wcdma;WOM;108
3136659-Wcdma;Movistar;108
3136660-Wcdma;Movistar;63
3136660-Wcdma;WOM;63
3136661-Wcdma;Movistar;63
3136662-Wcdma;Movistar;63
3136663-Wcdma;Movistar;63
3139687-Wcdma;Movistar;100
3139687-Wcdma;WOM;100
3139688-Wcdma;Movistar;100
3139690-Wcdma;Movistar;100
3139691-Wcdma;Movistar;100
3140865-Lte;Entel;50
3140866-Lte;Entel;50
314115-Lte;Claro;102
3142402-Lte;Entel;51
31425-Gsm;Claro;27
3143937-Lte;Entel;52
3143938-Lte;Entel;52
3145473-Lte;Entel;53
3145474-Lte;Entel;53
3145477-Lte;Entel;53
3148289-Lte;Entel;54
3148290-Lte;Entel;54
31489-Lte;Claro;94
3149825-Lte;Entel;55
3149826-Lte;Entel;55
3149828-Lte;Entel;55
3150849-Lte;Entel;56
3151583-Wcdma;Movistar;58
3152392-Wcdma;Movistar;106
3152641-Lte;Entel;57
3152642-Lte;Entel;57
3152644-Lte;Entel;57
3152897-Lte;Entel;72
3154689-Lte;Entel;108
3154690-Lte;Entel;108
3155015-Wcdma;Movistar;136
3155016-Wcdma;Movistar;136
3155017-Wcdma;Movistar;135
3155018-Wcdma;Movistar;136
3155019-Wcdma;Movistar;136
3155020-Wcdma;Movistar;135
3155021-Wcdma;Movistar;135
3155022-Wcdma;Movistar;134
3155023-Wcdma;Movistar;135
3155024-Wcdma;Movistar;134
3155025-Wcdma;Movistar;134
3155026-Wcdma;Movistar;133
3155027-Wcdma;Movistar;133
3155028-Wcdma;Movistar;134
3155029-Wcdma;Movistar;133
3155030-Wcdma;Movistar;133
3155088-Wcdma;Movistar;136
3155089-Wcdma;Movistar;55
3157762-Lte;Entel;62
3157764-Lte;Entel;73
3157765-Lte;Entel;62
31604-Gsm;Claro;106
3164161-Lte;Entel;32
3164162-Lte;Entel;32
3165953-Lte;Entel;31
3165954-Lte;Entel;31
3168264-Wcdma;Movistar;51
3168265-Wcdma;Movistar;51
3168266-Wcdma;Movistar;51
3168267-Wcdma;Movistar;51
3168269-Wcdma;Movistar;57
3168270-Wcdma;Movistar;56
3168271-Wcdma;Movistar;57
3168273-Wcdma;Movistar;57
3168273-Wcdma;WOM;57
3168274-Wcdma;Movistar;56
3168275-Wcdma;Movistar;57
3168291-Wcdma;Movistar;56
3168292-Wcdma;Movistar;56
3168294-Wcdma;Movistar;56
3168295-Wcdma;Movistar;56
3168296-Wcdma;Movistar;56
3168296-Wcdma;WOM;56
3168300-Wcdma;Movistar;55
3168300-Wcdma;WOM;55
3168302-Wcdma;Movistar;55
3168303-Wcdma;Movistar;55
3168304-Wcdma;Movistar;53
3168305-Wcdma;Movistar;53
3168307-Wcdma;Movistar;53
3168307-Wcdma;WOM;53
3168308-Wcdma;Movistar;53
3169727-Wcdma;WOM;53
3169728-Wcdma;Movistar;53
3169731-Wcdma;Movistar;50
3169739-Wcdma;Movistar;50
3170307-Lte;Entel;65
3170313-Lte;Entel;65
3171294-Wcdma;Movistar;52
3171295-Wcdma;Movistar;52
3171296-Wcdma;Movistar;52
3171298-Wcdma;Movistar;52
3171299-Wcdma;Movistar;52
3171300-Wcdma;Movistar;52
3171302-Wcdma;Movistar;51
3171303-Wcdma;Movistar;51
31745-Gsm;Claro;93
31745-Lte;Claro;93
3177350-Wcdma;Movistar;54
3177350-Wcdma;WOM;54
3177352-Wcdma;Movistar;54
3177353-Wcdma;Movistar;54
3177354-Wcdma;Movistar;54
3177355-Wcdma;Movistar;54
3206509-Wcdma;Movistar;25
3206510-Wcdma;Movistar;25
3206512-Wcdma;Movistar;25
3206513-Wcdma;Movistar;25
3206515-Wcdma;Movistar;26
3206516-Wcdma;Movistar;26
3206517-Wcdma;Movistar;26
3206518-Wcdma;Movistar;26
3206519-Wcdma;Movistar;26
3215105-Lte;Entel;102
3215107-Lte;Entel;101
3215111-Lte;Entel;101
3221251-Lte;Entel;39
3221761-Lte;Entel;107
3221762-Lte;Entel;107
3239683-Lte;Entel;61
3244545-Lte;Entel;105
3244546-Lte;Entel;105
3244547-Lte;Entel;104
3244552-Lte;Entel;105
3244803-Lte;Entel;39
3248131-Lte;Entel;77
3248134-Lte;Entel;76
3288577-Lte;Entel;21
3288578-Lte;Entel;21
3288579-Lte;Entel;22
3289089-Lte;Entel;8
3289090-Lte;Entel;8
3289345-Lte;Entel;17
3292161-Lte;Entel;16
3292162-Lte;Entel;16
3294977-Lte;Entel;19
3294978-Lte;Entel;19
3294979-Lte;Entel;18
329730-Lte;Claro;61
329732-Lte;Claro;61
3305730-Lte;Entel;61
33074-Gsm;WOM;60
33085-Gsm;Claro;61
33086-Gsm;Claro;61
33134-Gsm;Claro;64
33134-Gsm;WOM;64
33234-Gsm;Claro;65
33234-Gsm;WOM;65
33244-Gsm;Claro;65
33244-Gsm;WOM;66
33245-Gsm;WOM;66
333064-Lte;Claro;78
33325-Gsm;WOM;68
33326-Gsm;Claro;67
333313-Lte;Claro;76
333315-Lte;Claro;77
333319-Lte;Claro;76
33354-Gsm;Claro;66
33354-Gsm;WOM;65
33376-Wcdma;Movistar;39
33384-Gsm;Claro;77
33384-Gsm;WOM;77
33386-Gsm;Claro;77
33386-Gsm;WOM;77
33391-Wcdma;Movistar;18
33394-Gsm;Claro;64
334081-Lte;Claro;64
334083-Lte;Claro;64
33416-Gsm;Claro;58
334601-Lte;Claro;70
33685529-Wcdma;Claro;61
33685529-Wcdma;Movistar;66
33824-Gsm;Claro;69
33824-Gsm;WOM;69
33826-Gsm;Claro;70
33826-Gsm;WOM;70
33834-Gsm;WOM;75
33916-Gsm;Claro;73
339201-Lte;Claro;72
33944-Gsm;WOM;65
339971-Lte;Claro;67
34065-Gsm;Claro;78
34065-Gsm;WOM;78
34066-Gsm;Claro;78
34066-Gsm;WOM;78
34074-Gsm;Claro;75
34074-Gsm;Movistar;76
34078745-Wcdma;Movistar;87
340994-Lte;Claro;75
341000-Lte;Claro;75
34104-Gsm;WOM;103
34106-Gsm;Claro;104
34174-Gsm;WOM;101
34175-Gsm;Claro;102
34175-Gsm;WOM;102
342019-Lte;Claro;70
342025-Lte;Claro;70
34204-Gsm;Claro;105
34205-Gsm;Claro;106
34214-Gsm;Claro;44
34215-Gsm;Claro;45
34274-Gsm;Claro;101
34274-Gsm;WOM;39
34275-Gsm;WOM;102
342786-Lte;Claro;68
342791-Lte;Claro;68
342793-Lte;Claro;67
34305-Gsm;WOM;102
343555-Lte;Claro;65
343561-Lte;Claro;65
34375-Gsm;Claro;77
34375-Gsm;WOM;77
343811-Lte;Claro;75
34385-Gsm;WOM;75
34386-Gsm;Claro;75
34404-Gsm;Claro;82
34404-Gsm;WOM;82
34406-Gsm;WOM;82
34562-Lte;Claro;37
347137-Lte;Claro;66
347138-Lte;Claro;66
347139-Lte;Claro;66
348417-Gsm;Claro;64
348417-Lte;Claro;71
348433-Wcdma;Claro;104
348434-Wcdma;Claro;39
348439-Wcdma;WOM;8
348441-Wcdma;Claro;83
348444-Wcdma;Claro;64
348445-Wcdma;Claro;36
348445-Wcdma;WOM;70
348446-Wcdma;Claro;84
348446-Wcdma;WOM;11
348447-Wcdma;WOM;10
348929-Lte;Claro;77
348930-Lte;Claro;77
35024-Gsm;WOM;60
35025-Gsm;WOM;60
350467-Lte;Claro;64
35073-Lte;Claro;12
35124-Gsm;Claro;58
35125-Gsm;WOM;59
352865-Wcdma;Claro;82
352874-Wcdma;Claro;36
352876-Wcdma;WOM;37
35329-Lte;Claro;14
35330-Lte;Claro;14
35331-Lte;Claro;14
35344-Gsm;Claro;57
35344-Gsm;WOM;57
35445-Gsm;Claro;58
35504-Gsm;Claro;83
35506-Gsm;WOM;82
35585-Lte;Claro;15
35586-Lte;Claro;15
35587-Lte;Claro;15
35782680-Wcdma;Claro;37
3586819-Lte;Entel;100
3586825-Lte;Entel;100
3600131-Lte;Entel;103
3602178-Lte;Entel;77
36165-Gsm;WOM;84
36186-Gsm;Claro;83
36186-Gsm;WOM;83
36204-Gsm;Claro;1
36205-Gsm;Claro;2
36205-Gsm;WOM;2
36206-Gsm;Claro;1
36206-Gsm;WOM;1
36264-Gsm;Claro;39
36311255-Gsm;WOM;37
36311255-Wcdma;WOM;37
36311256-Gsm;WOM;37
36312325-Wcdma;WOM;3
36312326-Wcdma;WOM;3
36312328-Wcdma;WOM;3
36312329-Wcdma;WOM;3
36313517-Wcdma;WOM;84
36313519-Wcdma;WOM;84
36313520-Wcdma;WOM;84
36313525-Wcdma;WOM;84
36313528-Wcdma;WOM;84
36314076-Wcdma;WOM;36
36314077-Wcdma;WOM;36
36314078-Wcdma;WOM;36
36314079-Wcdma;WOM;36
36316405-Wcdma;WOM;91
36316408-Wcdma;Claro;91
36316408-Wcdma;WOM;91
36318485-Wcdma;WOM;75
36318488-Wcdma;WOM;75
36318646-Wcdma;WOM;78
36318647-Wcdma;Claro;78
36318647-Wcdma;WOM;78
36318649-Wcdma;WOM;78
36318650-Wcdma;WOM;78
36319285-Wcdma;WOM;28
36319287-Wcdma;WOM;92
36319288-Wcdma;WOM;30
36319289-Wcdma;WOM;31
36319290-Wcdma;WOM;32
36322107-Wcdma;WOM;38
36322109-Wcdma;WOM;38
36322110-Wcdma;WOM;38
36322785-Wcdma;Claro;109
36322785-Wcdma;WOM;109
36322788-Wcdma;WOM;109
36322805-Wcdma;Claro;111
36322805-Wcdma;WOM;111
36322808-Wcdma;Claro;111
36322808-Wcdma;WOM;111
36322815-Wcdma;Claro;110
36322815-Wcdma;WOM;110
36323305-Wcdma;WOM;83
36323306-Wcdma;WOM;83
36323307-Wcdma;WOM;83
36323308-Wcdma;WOM;83
36323309-Wcdma;WOM;83
36323310-Wcdma;WOM;83
36324425-Wcdma;WOM;38
36324428-Wcdma;WOM;38
36324455-Wcdma;WOM;2
36324456-Wcdma;WOM;2
36324457-Wcdma;WOM;2
36324458-Wcdma;WOM;2
36324459-Wcdma;WOM;2
36324466-Wcdma;WOM;37
36324467-Wcdma;WOM;37
36324469-Wcdma;WOM;37
36324470-Wcdma;WOM;37
36324476-Wcdma;Claro;39
36324476-Wcdma;WOM;39
36324477-Wcdma;WOM;39
36324478-Wcdma;WOM;39
36324479-Wcdma;WOM;39
36324480-Wcdma;WOM;39
36333980-Wcdma;WOM;66
36335795-Wcdma;WOM;89
36335796-Wcdma;Claro;90
36335796-Wcdma;WOM;90
36335797-Wcdma;Claro;91
36335797-Wcdma;WOM;91
36335798-Wcdma;WOM;92
36336895-Wcdma;Claro;39
36336895-Wcdma;WOM;39
36336896-Wcdma;Claro;39
36336896-Wcdma;WOM;39
36336898-Wcdma;Claro;39
36336898-Wcdma;WOM;39
36336899-Wcdma;WOM;39
36337565-Wcdma;WOM;12
36337566-Wcdma;WOM;13
36337567-Wcdma;WOM;14
36337686-Wcdma;WOM;80
36337688-Wcdma;WOM;81
36337689-Wcdma;WOM;80
36337690-Wcdma;WOM;79
36337695-Wcdma;WOM;95
36337696-Wcdma;Claro;96
36337696-Wcdma;WOM;96
36337697-Wcdma;Claro;97
36337697-Wcdma;WOM;97
36337698-Wcdma;Claro;95
36337698-Wcdma;WOM;95
36337699-Wcdma;WOM;96
36337700-Wcdma;WOM;97
36337705-Wcdma;Claro;98
36337705-Wcdma;WOM;98
36337706-Wcdma;Claro;99
36337706-Wcdma;WOM;99
36337707-Wcdma;WOM;98
36337708-Wcdma;Claro;99
36337708-Wcdma;WOM;99
36337715-Wcdma;WOM;85
36337717-Wcdma;WOM;86
36337719-Wcdma;WOM;87
36337720-Wcdma;Claro;88
36337720-Wcdma;WOM;88
36337725-Wcdma;WOM;85
36337727-Wcdma;WOM;86
36337728-Wcdma;WOM;86
36337729-Wcdma;WOM;87
36337730-Wcdma;Claro;88
36337730-Wcdma;WOM;88
36337785-Wcdma;WOM;45
36337787-Wcdma;Claro;48
36337787-Wcdma;WOM;48
36337788-Wcdma;WOM;46
36337789-Wcdma;WOM;47
36337790-Wcdma;WOM;48
36337795-Wcdma;WOM;49
36337798-Wcdma;WOM;49
36337825-Wcdma;WOM;33
36337826-Wcdma;WOM;34
36337827-Wcdma;Claro;35
36337827-Wcdma;WOM;35
36337828-Wcdma;WOM;35
36337829-Wcdma;Claro;36
36337829-Wcdma;WOM;36
36337830-Wcdma;WOM;37
36337835-Wcdma;WOM;33
36337836-Wcdma;WOM;34
36337837-Wcdma;WOM;35
36337838-Wcdma;WOM;35
36337839-Wcdma;WOM;36
36337840-Wcdma;WOM;37
36337845-Wcdma;WOM;28
36337847-Wcdma;WOM;92
36337848-Wcdma;WOM;30
36337849-Wcdma;WOM;31
36337850-Wcdma;WOM;32
36337895-Wcdma;WOM;12
36337896-Wcdma;WOM;13
36337897-Wcdma;WOM;14
36337898-Wcdma;WOM;15
36337899-Wcdma;Claro;17
36337899-Wcdma;WOM;16
36337900-Wcdma;WOM;15
36337901-Wcdma;WOM;16
36337905-Wcdma;WOM;6
36337906-Wcdma;WOM;7
36337908-Wcdma;WOM;9
36337909-Wcdma;WOM;10
36337910-Wcdma;WOM;11
36337915-Wcdma;WOM;6
36337916-Wcdma;WOM;7
36337917-Wcdma;Claro;13
36337919-Gsm;WOM;10
