id;id_station_measure
67888-Wcdma;Claro;18
67888-Wcdma;WOM;18
67889-Wcdma;Claro;18
67889-Wcdma;WOM;18
67893-Wcdma;Claro;18
67894-Wcdma;Claro;18
67897-Wcdma;Claro;19
67898-Wcdma;Claro;19
67903-Gsm;Movistar;19
67903-Wcdma;WOM;19
67904-Wcdma;Claro;19
67905-Wcdma;Claro;19
67905-Wcdma;WOM;19
67907-Wcdma;Claro;16
67908-Wcdma;Claro;20
67909-Wcdma;Claro;20
67909-Wcdma;WOM;20
67913-Gsm;Movistar;20
67913-Wcdma;Claro;20
67913-Wcdma;WOM;20
67915-Gsm;Movistar;20
67915-Wcdma;Claro;20
67915-Wcdma;WOM;20
687909-Wcdma;Movistar;36
688666-Wcdma;Movistar;14
688667-Wcdma;Movistar;14
688668-Wcdma;Movistar;14
688669-Wcdma;Movistar;13
688671-Wcdma;Movistar;13
688672-Wcdma;Movistar;13
688673-Wcdma;Movistar;12
688674-Wcdma;Movistar;12
688675-Wcdma;Movistar;12
688676-Wcdma;Movistar;12
688677-Wcdma;Movistar;11
688677-Wcdma;WOM;11
688678-Wcdma;Movistar;11
688678-Wcdma;WOM;11
688679-Wcdma;Movistar;11
688680-Wcdma;Movistar;11
6892-Gsm;Entel;74
689683-Wcdma;Movistar;38
69889-Lte;Claro;34
69890-Lte;Claro;34
706824-Wcdma;Movistar;92
706825-Wcdma;Movistar;92
706826-Gsm;Movistar;92
706826-Wcdma;Movistar;92
706827-Wcdma;Movistar;93
706828-Wcdma;Movistar;93
706829-Wcdma;Movistar;93
706830-Wcdma;Movistar;94
706831-Wcdma;Movistar;94
706832-Gsm;Movistar;94
706832-Wcdma;Movistar;94
706832-Wcdma;WOM;94
706833-Wcdma;Movistar;95
706834-Gsm;Movistar;95
706834-Wcdma;Movistar;95
706835-Wcdma;Movistar;95
706839-Wcdma;Movistar;92
706839-Wcdma;WOM;92
706840-Wcdma;Movistar;92
706841-Wcdma;Movistar;92
706841-Wcdma;WOM;92
706842-Gsm;Movistar;93
706842-Wcdma;Movistar;93
706842-Wcdma;WOM;93
706843-Wcdma;Movistar;93
706844-Gsm;Movistar;93
706844-Wcdma;Movistar;93
706845-Wcdma;Movistar;94
706847-Wcdma;Movistar;94
706847-Wcdma;WOM;94
706848-Wcdma;Movistar;95
706849-Wcdma;Movistar;95
706850-Wcdma;Movistar;95
707705-Wcdma;Movistar;91
715728-Wcdma;Movistar;34
715729-Wcdma;Movistar;34
715730-Wcdma;Movistar;34
715731-Wcdma;Movistar;34
715733-Wcdma;Movistar;34
715734-Wcdma;Movistar;35
715735-Wcdma;Movistar;35
715735-Wcdma;WOM;35
715736-Wcdma;Movistar;35
715737-Wcdma;Movistar;35
715738-Wcdma;Movistar;35
715739-Wcdma;Movistar;35
715741-Wcdma;Movistar;36
715742-Wcdma;Movistar;36
715744-Wcdma;Movistar;36
715745-Wcdma;Movistar;36
715747-Gsm;Movistar;37
715747-Wcdma;Movistar;37
715748-Gsm;Movistar;37
715748-Wcdma;Movistar;37
715750-Wcdma;Movistar;37
715751-Gsm;Movistar;37
715751-Wcdma;Movistar;37
715752-Wcdma;Movistar;38
715753-Wcdma;Movistar;38
715755-Wcdma;Movistar;38
715756-Wcdma;Movistar;38
715756-Wcdma;WOM;38
715895-Wcdma;Movistar;14
715896-Wcdma;Movistar;14
715897-Wcdma;Movistar;14
715898-Wcdma;Movistar;13
715899-Wcdma;Movistar;13
715900-Wcdma;Movistar;13
715902-Wcdma;Movistar;12
715903-Wcdma;Movistar;12
715904-Wcdma;Movistar;12
715905-Wcdma;Movistar;12
715906-Wcdma;Movistar;11
715907-Gsm;Movistar;37
715907-Wcdma;Movistar;11
715907-Wcdma;WOM;11
715908-Wcdma;Movistar;11
745729-Lte;Claro;70
745985-Lte;Claro;70
749313-Lte;Claro;60
749569-Lte;Claro;60
77569-Gsm;Claro;37
77569-Lte;Claro;38
78337-Lte;Claro;40
78338-Lte;Claro;40
78343-Lte;Claro;40
7949825-Lte;Entel;60
79874-Lte;Claro;102
80898-Lte;Claro;41
80899-Lte;Claro;41
8196098-Lte;Entel;65
83458-Lte;Claro;101
84225-Lte;Claro;100
84226-Lte;Claro;100
84232-Lte;Claro;100
8458-Gsm;Movistar;36
8476-Gsm;Movistar;103
8477-Gsm;Movistar;60
8491-Gsm;Movistar;77
8514-Gsm;Movistar;66
8515-Gsm;Movistar;68
8621-Gsm;Movistar;104
8622-Gsm;Movistar;104
8627-Gsm;Movistar;78
8652-Gsm;Movistar;83
8655-Gsm;Claro;58
8655-Gsm;Movistar;58
86583086-Wcdma;Entel;25
86583096-Wcdma;Entel;27
86583116-Wcdma;Entel;25
86617958-Wcdma;Entel;24
86617962-Wcdma;Entel;23
86649102-Wcdma;Entel;28
86649112-Wcdma;Entel;92
86653102-Wcdma;Entel;85
86653122-Wcdma;Entel;86
86653132-Wcdma;Entel;85
86653152-Wcdma;Entel;86
86675712-Wcdma;Entel;119
86675722-Wcdma;Entel;119
86675752-Wcdma;Entel;119
86675772-Wcdma;Entel;119
86675812-Wcdma;Entel;120
86675822-Wcdma;Entel;120
86675852-Wcdma;Entel;120
86675872-Wcdma;Entel;120
86675912-Wcdma;Entel;121
86675922-Wcdma;Entel;121
86676042-Wcdma;Entel;121
86676112-Wcdma;Entel;122
86676122-Wcdma;Entel;122
86676152-Wcdma;Entel;122
86676172-Wcdma;Entel;122
86676412-Wcdma;Entel;129
86676422-Wcdma;Entel;123
86676452-Wcdma;Entel;123
86676472-Wcdma;Entel;123
86686793-Wcdma;Entel;1
86686795-Wcdma;Entel;89
86686796-Wcdma;Entel;87
86686797-Wcdma;Entel;88
86692184-Wcdma;Entel;31
86692186-Wcdma;Entel;30
86692187-Wcdma;Entel;31
86704138-Wcdma;Entel;12
86704148-Wcdma;Entel;12
86704168-Wcdma;Entel;12
86704178-Wcdma;Entel;12
86704338-Wcdma;Entel;13
86704368-Wcdma;Entel;13
86704378-Gsm;Entel;13
86704378-Wcdma;Entel;13
86704538-Wcdma;Entel;14
86704548-Wcdma;Entel;14
86704568-Wcdma;Entel;14
86704578-Wcdma;Entel;14
86704738-Wcdma;Entel;17
86704748-Wcdma;Entel;17
86704768-Wcdma;Entel;17
86704778-Wcdma;Entel;17
86704938-Gsm;Entel;15
86704948-Wcdma;Entel;15
86704968-Wcdma;Entel;15
86704978-Wcdma;Entel;15
86705238-Gsm;Entel;16
86705238-Wcdma;Entel;16
86705248-Gsm;Entel;16
86705248-Wcdma;Entel;16
86705268-Wcdma;Entel;16
86705278-Wcdma;Entel;16
86705500-Wcdma;Entel;36
86706938-Wcdma;Entel;37
86706948-Wcdma;Entel;37
86706958-Wcdma;Entel;11
86706968-Wcdma;Entel;37
86706978-Wcdma;Entel;37
86706988-Wcdma;Entel;11
86707748-Wcdma;Entel;93
86707768-Wcdma;Entel;93
86707778-Wcdma;Entel;93
86707838-Wcdma;Entel;7
86707868-Wcdma;Entel;7
86710320-Wcdma;Entel;37
86710323-Wcdma;Entel;37
86714438-Wcdma;Entel;11
86714448-Wcdma;Entel;10
86714468-Wcdma;Entel;11
86714478-Wcdma;Entel;10
86714488-Wcdma;Entel;8
86714748-Wcdma;Entel;33
86714778-Wcdma;Entel;33
86718738-Wcdma;Entel;90
86718748-Wcdma;Entel;91
86718838-Wcdma;Entel;97
86718848-Wcdma;Entel;99
86718888-Wcdma;Entel;98
86724923-Wcdma;Entel;104
86730322-Wcdma;WOM;37
86738947-Wcdma;Entel;38
86740297-Wcdma;Entel;38
86742148-Wcdma;Entel;124
86742158-Wcdma;Entel;124
86742258-Wcdma;Entel;124
86742278-Wcdma;Entel;124
86742358-Wcdma;Entel;125
86742378-Wcdma;Entel;125
86742388-Wcdma;Entel;125
86742548-Wcdma;Entel;126
86742608-Wcdma;Entel;132
86742758-Wcdma;Entel;127
86742808-Wcdma;Entel;127
86742848-Wcdma;Entel;128
86742858-Wcdma;Entel;128
86742888-Wcdma;Entel;128
86742908-Wcdma;Entel;128
86743148-Wcdma;Entel;133
86743178-Wcdma;Entel;130
86743218-Wcdma;Entel;130
86743278-Wcdma;Entel;131
86743288-Wcdma;Entel;132
86757999-Wcdma;Entel;8
86758001-Wcdma;Entel;6
86758002-Wcdma;Entel;8
86758004-Wcdma;Entel;6
86758470-Wcdma;Entel;35
86758472-Wcdma;Entel;34
86758473-Wcdma;Entel;35
86758621-Wcdma;Entel;94
86758624-Wcdma;Entel;94
86758700-Wcdma;Entel;38
86758701-Wcdma;Entel;38
86758704-Wcdma;Entel;38
86761380-Wcdma;Entel;36
86761382-Wcdma;Entel;36
86761383-Wcdma;Entel;36
86761434-Wcdma;Entel;37
86767638-Wcdma;Entel;96
86767738-Wcdma;Entel;96
86767758-Wcdma;Entel;96
86769671-Wcdma;Entel;82
86772807-Wcdma;Entel;83
86774349-Wcdma;Entel;82
86775380-Wcdma;Entel;82
86776305-Wcdma;Entel;82
86776308-Wcdma;Entel;82
86778761-Wcdma;Entel;82
86780074-Wcdma;Entel;5
86780084-Wcdma;Entel;4
86780094-Wcdma;Entel;3
86780114-Wcdma;Entel;4
86780124-Wcdma;Entel;3
86784074-Wcdma;Entel;81
86784084-Wcdma;Entel;80
86790127-Wcdma;Entel;82
86790128-Wcdma;Entel;83
86790130-Wcdma;Entel;82
86791756-Wcdma;Entel;3
86791757-Wcdma;Entel;84
86796305-Wcdma;Entel;82
86796854-Wcdma;Entel;109
86812285-Wcdma;Entel;84
86818275-Wcdma;Entel;79
86818278-Wcdma;Entel;79
86818279-Wcdma;Entel;79
86818336-Wcdma;Entel;84
86818339-Wcdma;Entel;84
86821566-Wcdma;Entel;82
86823495-Wcdma;Entel;2
86823496-Wcdma;Entel;1
86823499-Wcdma;Entel;1
86835431-Wcdma;Entel;40
86835434-Wcdma;Entel;40
86837801-Wcdma;Entel;39
86838610-Wcdma;Entel;49
86838640-Wcdma;Entel;49
86838660-Wcdma;Entel;48
86840714-Wcdma;Entel;57
86840791-Wcdma;Entel;102
86841031-Wcdma;Entel;39
86845910-Wcdma;Entel;43
86845920-Wcdma;Entel;44
86845930-Wcdma;Entel;45
86845940-Wcdma;Entel;43
86845950-Wcdma;Entel;44
86845960-Wcdma;Entel;45
86853520-Wcdma;Entel;57
86853540-Wcdma;Entel;56
86855431-Wcdma;Entel;40
86858181-Wcdma;Entel;53
86858182-Wcdma;Entel;55
86858184-Wcdma;Entel;54
86858185-Wcdma;Entel;55
86858324-Wcdma;Entel;38
86858325-Wcdma;Entel;38
86859325-Wcdma;Entel;58
86860791-Wcdma;Entel;102
86860793-Wcdma;Entel;101
86860794-Wcdma;Entel;102
86861953-Wcdma;Entel;39
86861956-Wcdma;Entel;39
86862460-Wcdma;Entel;110
86862480-Wcdma;Entel;110
86862630-Wcdma;Entel;110
86862720-Wcdma;Entel;111
86862760-Wcdma;Entel;111
86862780-Wcdma;Entel;111
86862820-Wcdma;Entel;112
86862880-Wcdma;Entel;112
86863000-Wcdma;Entel;113
86863060-Wcdma;Entel;112
86863090-Wcdma;Entel;113
86863390-Wcdma;Entel;116
86863460-Wcdma;Entel;115
86863490-Wcdma;Entel;115
86863680-Wcdma;Entel;115
86863760-Wcdma;Entel;116
86863960-Wcdma;Entel;116
86864160-Wcdma;Entel;116
86864360-Wcdma;Entel;116
86874120-Wcdma;Entel;129
86874130-Wcdma;Entel;123
86874180-Wcdma;Entel;129
86874620-Wcdma;Entel;132
86874630-Wcdma;Entel;132
86874720-Wcdma;Entel;133
86874760-Wcdma;Entel;133
86874780-Wcdma;Entel;133
86875120-Wcdma;Entel;134
86875130-Wcdma;Entel;134
86875150-Wcdma;Entel;135
86875160-Wcdma;Entel;134
86875230-Wcdma;Entel;135
86875260-Wcdma;Entel;135
86875280-Wcdma;Entel;135
86875326-Wcdma;Entel;100
86875620-Wcdma;Entel;136
86875630-Wcdma;Entel;136
86875660-Wcdma;Entel;136
86875661-Wcdma;Entel;39
86875664-Wcdma;Entel;39
86875680-Wcdma;Entel;136
86878357-Wcdma;Entel;100
86886632-Wcdma;Entel;58
86887059-Wcdma;Entel;58
86887069-Wcdma;Entel;58
86887351-Wcdma;Entel;100
86887354-Wcdma;Entel;100
86887356-Wcdma;Entel;100
86889491-Wcdma;Entel;100
86889582-Wcdma;Entel;41
86889583-Wcdma;Entel;42
86889585-Wcdma;Entel;41
86889586-Wcdma;Entel;42
86889641-Wcdma;Entel;45
86889642-Wcdma;Entel;47
86889645-Wcdma;Entel;47
86889646-Wcdma;Entel;48
86892382-Wcdma;Entel;132
86892621-Wcdma;Entel;100
86892624-Wcdma;Entel;100
86896863-Wcdma;Entel;39
86896866-Wcdma;Entel;39
86901056-Wcdma;Entel;19
86901086-Wcdma;Entel;19
86901756-Wcdma;Entel;20
86901776-Wcdma;Entel;20
86901786-Wcdma;Entel;20
86901946-Wcdma;Entel;21
86901956-Wcdma;Entel;21
86901976-Wcdma;Entel;21
86901986-Wcdma;Entel;21
86902319-Wcdma;Entel;52
86903646-Wcdma;Entel;50
86903656-Wcdma;Entel;50
86903676-Wcdma;Entel;50
86903686-Wcdma;Entel;50
86910896-Wcdma;Entel;22
86918946-Wcdma;Entel;52
86918956-Wcdma;Entel;53
86918986-Wcdma;Entel;53
86923489-Wcdma;Entel;51
86929448-Wcdma;Entel;18
86929451-Wcdma;Entel;18
86929996-Wcdma;Entel;117
86930126-Wcdma;Entel;117
86930156-Wcdma;Entel;116
86930186-Wcdma;Entel;118
86930256-Wcdma;Entel;118
86966467-Wcdma;Entel;104
86966519-Wcdma;Entel;106
86969292-Wcdma;Entel;63
86969312-Wcdma;Entel;63
86969322-Wcdma;Entel;63
86969482-Wcdma;Entel;108
86969492-Wcdma;Entel;108
86969522-Wcdma;Entel;108
86969612-Wcdma;Entel;62
86970114-Wcdma;Entel;65
86970117-Wcdma;Entel;65
86970374-Wcdma;Entel;67
86970603-Wcdma;Entel;58
86970605-Wcdma;Entel;59
86970606-Wcdma;Entel;58
86970607-Wcdma;Entel;59
86970608-Wcdma;Entel;59
86971423-Wcdma;Entel;64
86972135-Wcdma;Entel;67
86972136-Wcdma;Entel;66
86972828-Wcdma;Entel;61
86973013-Wcdma;Entel;104
86973016-Wcdma;Entel;104
86973017-Wcdma;Entel;105
86973075-Wcdma;Entel;74
86973078-Wcdma;Entel;74
86975405-Wcdma;Entel;106
86975406-Wcdma;Entel;61
86975407-Wcdma;Entel;61
86975408-Wcdma;Entel;106
86975469-Wcdma;Entel;106
86975667-Wcdma;Entel;66
86976364-Wcdma;Entel;60
86976367-Wcdma;Entel;60
86976631-Wcdma;Entel;59
86976820-Wcdma;Entel;60
86977056-Wcdma;Entel;69
86977470-Wcdma;Entel;60
86986338-Wcdma;Entel;106
86989463-Wcdma;Entel;71
86989466-Wcdma;Entel;71
86989467-Wcdma;Entel;72
86989506-Wcdma;Entel;107
86990115-Wcdma;Entel;66
86990118-Wcdma;Entel;66
86990604-Wcdma;Entel;59
86990605-Wcdma;Entel;59
86990608-Wcdma;Entel;59
86991034-Wcdma;Entel;73
86991037-Wcdma;Entel;73
86991038-Wcdma;Entel;73
86991403-Wcdma;Entel;74
86991406-Wcdma;Entel;74
86991427-Wcdma;Entel;64
86991428-Wcdma;Entel;63
86992133-Wcdma;Entel;66
86994314-Wcdma;Entel;59
86995353-Wcdma;Entel;74
86995355-Wcdma;Entel;74
86995356-Wcdma;Entel;74
87002331-Wcdma;Entel;69
87002339-Wcdma;Entel;68
87003995-Wcdma;Entel;104
87003998-Wcdma;Entel;104
87007765-Wcdma;Entel;68
87007768-Wcdma;Entel;68
87009603-Wcdma;Entel;70
87009606-Wcdma;Entel;70
87009936-Wcdma;Entel;59
87010115-Wcdma;Entel;69
87010118-Wcdma;Entel;69
87011654-Wcdma;Entel;103
87011656-Wcdma;Entel;102
87011657-Wcdma;Entel;103
87015978-Wcdma;Entel;69
87017803-Wcdma;Entel;106
87017806-Wcdma;Entel;106
87018063-Wcdma;Entel;60
87018066-Wcdma;Entel;60
87020910-Wcdma;Entel;73
87024670-Wcdma;Entel;73
87025668-Wcdma;Entel;66
87026439-Wcdma;Entel;74
87026440-Wcdma;Entel;74
87026449-Wcdma;Entel;74
87028989-Wcdma;Entel;103
87030979-Wcdma;Entel;102
87030980-Wcdma;Entel;103
87030989-Wcdma;Entel;102
87030990-Wcdma;Entel;103
87032520-Wcdma;Entel;77
87032523-Wcdma;Entel;77
87034702-Wcdma;Entel;78
87036321-Wcdma;Entel;75
87036324-Wcdma;Entel;75
87038690-Wcdma;Entel;76
87038693-Wcdma;Entel;76
87056321-Wcdma;Entel;75
87056324-Wcdma;Entel;75
87058690-Wcdma;Entel;76
87058693-Wcdma;Entel;76
8706-Gsm;Movistar;74
87070945-Wcdma;Entel;104
87071870-Wcdma;Entel;75
87071873-Wcdma;Entel;75
87072520-Wcdma;Entel;77
87072523-Wcdma;Entel;77
8708-Gsm;Movistar;75
87082059-Wcdma;Entel;78
87082062-Wcdma;Entel;78
87093905-Wcdma;Entel;76
87093915-Wcdma;Entel;76
87553-Lte;Claro;99
87809-Lte;Claro;98
88065-Lte;Claro;97
8847-Gsm;Movistar;69
8849-Gsm;Movistar;70
8858-Gsm;Movistar;100
8910-Gsm;Movistar;82
8911-Gsm;Movistar;82
8929-Gsm;Movistar;70
9019138-Lte;Entel;104
9024-Gsm;Entel;1
9025-Gsm;Movistar;1
9091-Gsm;Movistar;84
9101-Gsm;Movistar;102
92162-Lte;Claro;101
9220097-Lte;Entel;74
9220098-Lte;Entel;74
9220103-Lte;Entel;74
9269505-Lte;Entel;76
9285377-Lte;Entel;103
93697-Lte;Claro;42
93698-Lte;Claro;42
93700-Lte;Claro;41
93953-Lte;Claro;38
93954-Lte;Claro;38
93955-Lte;Claro;38
93956-Lte;Claro;37
94209-Lte;Claro;39
94210-Lte;Claro;39
94465-Lte;Claro;40
94466-Lte;Claro;40
94467-Lte;Claro;40
95233-Lte;Claro;38
0-Wcdma;Movistar;83-84
101895-Lte;Claro;114-115
101897-Lte;Claro;112-113
101898-Lte;Claro;112-113
101900-Lte;Claro;111-112
101903-Lte;Claro;110-111
1035296-Lte;Movistar;101-102
1035302-Lte;Movistar;101-102
1038357-Lte;Movistar;16-17
1044775-Lte;Movistar;82-83
1048589-Wcdma;Claro;67-68
1048589-Wcdma;Movistar;90-91
1048864-Lte;Movistar;74-75
1048870-Lte;Movistar;74-75
10507779-Lte;Entel;75-76
10507785-Lte;Entel;75-76
10514181-Lte;Entel;39-40
1056801-Lte;Movistar;101-102
1065505-Lte;Movistar;83-84
1065509-Lte;Movistar;1-2
106753-Gsm;Claro;91-92
107010-Lte;Claro;1-2
1070118-Lte;Movistar;99-100
1073426-Wcdma;Movistar;35-36
1073429-Lte;Movistar;83-84
1073431-Wcdma;Movistar;9-10
1073439-Lte;Movistar;83-84
1073445-Lte;Movistar;83-84
1074465-Lte;Movistar;60-61
10756869-Lte;Entel;103-104
10756872-Lte;Entel;104-105
10756873-Lte;Entel;103-104
10757889-Lte;Entel;39-40
10773250-Lte;Entel;36-37
10777347-Lte;Entel;103-104
10777349-Lte;Entel;59-60
10787074-Lte;Entel;36-37
1081119-Lte;Movistar;61-62
1081120-Lte;Movistar;61-62
1081120-Lte;WOM;61-62
1081121-Lte;Movistar;106-107
10822402-Lte;Entel;51-52
10822403-Lte;Entel;50-51
10831873-Lte;Entel;38-39
10831874-Lte;Entel;38-39
10850051-Lte;Entel;58-59
10850054-Lte;Entel;58-59
10855682-Lte;Entel;60-61
10861313-Lte;Entel;59-60
10861315-Lte;Entel;60-61
10861318-Lte;Entel;60-61
10861319-Lte;Entel;59-60
10869507-Lte;Entel;103-104
10873857-Lte;Entel;106-107
10873858-Lte;Entel;73-74
10873859-Lte;Entel;73-74
10873860-Lte;Entel;106-107
1087775-Lte;Movistar;100-101
1087782-Lte;Movistar;101-102
1089825-Lte;Movistar;65-66
10902017-Lte;Entel;66-67
10910465-Lte;Entel;36-37
10910466-Lte;Entel;37-38
1091616-Lte;Movistar;100-101
10919937-Lte;Entel;105-106
10972163-Lte;Entel;16-17
1102112-Lte;Movistar;59-60
1106720-Lte;Movistar;101-102
110851-Lte;Claro;10-11
1127306-Wcdma;Movistar;77-78
11276035-Lte;Entel;39-40
1127906-Wcdma;Movistar;77-78
1129759-Lte;Movistar;36-37
1131294-Wcdma;Movistar;77-78
1131633-Wcdma;Movistar;77-78
11331073-Lte;Entel;83-84
11331074-Lte;Entel;83-84
11339270-Lte;Entel;84-85
11339272-Lte;Entel;84-85
11364103-Lte;Entel;106-107
11390211-Lte;Entel;90-91
11390212-Lte;Entel;90-91
1141793-Lte;Movistar;103-104
1146840-Wcdma;Movistar;77-78
11512321-Lte;Entel;69-70
11512322-Lte;Entel;69-70
11512323-Lte;Entel;69-70
11512327-Lte;Entel;69-70
115201-Gsm;Claro;88-89
11559170-Lte;Entel;106-107
11559173-Lte;Entel;106-107
11559175-Lte;Entel;105-106
11559176-Lte;Entel;106-107
1158594-Wcdma;Movistar;77-78
11599619-Lte;Entel;38-39
11629826-Lte;Entel;100-101
11629829-Lte;Entel;100-101
11634435-Lte;Entel;91-92
11635458-Lte;Entel;93-94
1168556-Wcdma;Movistar;79-80
1168559-Wcdma;Movistar;79-80
1174559-Gsm;Movistar;46-47
1174569-Gsm;Movistar;48-49
1174571-Gsm;Movistar;48-49
1175828-Wcdma;Movistar;70-71
1175831-Wcdma;Movistar;89-90
11772934-Lte;Entel;58-59
11772937-Lte;Entel;58-59
1186612-Wcdma;Movistar;83-84
1186818-Wcdma;Movistar;82-83
1186921-Wcdma;Movistar;83-84
1186924-Wcdma;Movistar;83-84
1192347-Wcdma;Movistar;83-84
1192347-Wcdma;WOM;83-84
1192428-Wcdma;Movistar;82-83
1192429-Wcdma;Movistar;82-83
1193070-Wcdma;Movistar;84-85
1193231-Wcdma;Movistar;83-84
1193231-Wcdma;WOM;83-84
1194198-Wcdma;Movistar;83-84
1194198-Wcdma;WOM;83-84
1195658-Wcdma;Movistar;83-84
1196254-Wcdma;Movistar;83-84
1196412-Wcdma;Movistar;82-83
1197271-Wcdma;Movistar;83-84
1197272-Wcdma;Movistar;83-84
1198198-Wcdma;Movistar;82-83
1198256-Wcdma;Movistar;84-85
1198273-Wcdma;Movistar;83-84
1198273-Wcdma;WOM;83-84
1202167-Wcdma;Movistar;80-81
1204513-Lte;Movistar;74-75
1205271-Lte;Movistar;67-68
1205896-Wcdma;Movistar;83-84
1206815-Lte;Movistar;82-83
1207041-Gsm;Movistar;81-82
1207840-Lte;Movistar;36-37
1207846-Lte;Movistar;36-37
1210400-Lte;Movistar;99-100
1210401-Lte;Movistar;99-100
1210406-Lte;Movistar;99-100
1210407-Lte;Movistar;99-100
1212538-Wcdma;Movistar;83-84
1212705-Lte;Movistar;63-64
1212711-Lte;Movistar;63-64
1214247-Lte;Movistar;70-71
1219360-Lte;Movistar;35-36
1219366-Lte;Movistar;35-36
1219607-Lte;Movistar;70-71
1219617-Lte;Movistar;70-71
1220391-Lte;Movistar;58-59
1222167-Lte;Movistar;65-66
1224161-Wcdma;Movistar;83-84
1224312-Wcdma;Movistar;83-84
1224555-Wcdma;Movistar;83-84
1224729-Wcdma;Movistar;82-83
1224757-Wcdma;Movistar;84-85
1224764-Wcdma;Movistar;83-84
1225504-Lte;Movistar;75-76
1231076-Wcdma;Movistar;84-85
1231080-Wcdma;Movistar;85-86
1231081-Wcdma;Movistar;85-86
1234097-Gsm;Movistar;81-82
1235075-Wcdma;Movistar;83-84
1235076-Wcdma;Movistar;83-84
1235078-Wcdma;Movistar;83-84
1235079-Wcdma;Movistar;83-84
1237023-Lte;Movistar;59-60
1240072-Gsm;Movistar;43-44
1240084-Gsm;Movistar;45-46
1240089-Gsm;Movistar;45-46
1240089-Wcdma;Movistar;45-46
1240090-Gsm;Movistar;46-47
124430-Wcdma;Claro;117-118
1244711-Lte;Movistar;37-38
1249055-Lte;Movistar;100-101
1251094-Lte;Movistar;36-37
1251095-Lte;Movistar;36-37
1251103-Lte;Movistar;35-36
1251109-Lte;Movistar;35-36
1252571-Wcdma;Claro;55-56
1252571-Wcdma;WOM;55-56
1252575-Wcdma;Claro;56-57
1252581-Wcdma;Claro;56-57
1253206-Wcdma;Claro;59-60
1253211-Wcdma;Claro;57-58
1253212-Wcdma;Claro;59-60
1253218-Wcdma;Claro;61-62
1253219-Wcdma;Claro;73-74
1253222-Wcdma;Claro;73-74
1253335-Wcdma;Claro;61-62
1253337-Wcdma;Claro;106-107
1253338-Wcdma;Claro;61-62
1253340-Wcdma;Claro;106-107
1253407-Wcdma;Claro;59-60
1253409-Wcdma;Claro;60-61
1253527-Wcdma;Claro;107-108
1253527-Wcdma;WOM;107-108
1253530-Wcdma;Claro;107-108
1253533-Wcdma;Claro;107-108
1253567-Wcdma;Claro;73-74
1253568-Wcdma;Claro;73-74
1253572-Wcdma;Claro;74-75
1253573-Wcdma;Claro;73-74
1253575-Wcdma;Claro;57-58
1253577-Wcdma;Claro;58-59
1253578-Wcdma;Claro;57-58
1253646-Wcdma;Claro;63-64
1253649-Wcdma;Claro;63-64
1253675-Wcdma;Claro;106-107
1253676-Wcdma;Claro;106-107
1253678-Wcdma;Claro;106-107
1253679-Wcdma;Claro;106-107
1253706-Wcdma;Claro;60-61
1253709-Wcdma;Claro;60-61
1253712-Wcdma;Claro;60-61
1253800-Wcdma;Claro;58-59
1253998-Wcdma;Claro;61-62
1254115-Wcdma;Claro;75-76
1254117-Wcdma;Claro;75-76
1254118-Wcdma;Claro;75-76
1254119-Wcdma;Claro;75-76
1254120-Wcdma;Claro;75-76
1254121-Wcdma;Claro;75-76
1254123-Wcdma;Claro;75-76
1254177-Lte;Movistar;60-61
1255078-Wcdma;Claro;60-61
1255136-Wcdma;Claro;106-107
1255199-Lte;Movistar;60-61
1256737-Lte;Movistar;59-60
1257247-Lte;Movistar;64-65
1257248-Lte;Movistar;65-66
1257493-Lte;Movistar;104-105
1257969-Wcdma;Movistar;39-40
1258065-Wcdma;Claro;61-62
1258068-Wcdma;Claro;60-61
1258073-Wcdma;Claro;60-61
1258235-Wcdma;Claro;64-65
1258237-Wcdma;Claro;64-65
1258239-Wcdma;Claro;64-65
1258242-Wcdma;Claro;64-65
1258243-Wcdma;Claro;64-65
1258502-Wcdma;Movistar;39-40
1258537-Wcdma;Claro;74-75
1258538-Wcdma;Claro;74-75
1258540-Wcdma;Claro;74-75
1258541-Wcdma;Claro;74-75
1258543-Wcdma;Claro;74-75
1258811-Wcdma;Claro;67-68
1259007-Wcdma;Movistar;1-2
1259040-Lte;Movistar;82-83
1259353-Wcdma;Movistar;38-39
1259354-Wcdma;Movistar;38-39
1262895-Wcdma;Movistar;38-39
1267743-Lte;Movistar;100-101
1267744-Lte;Movistar;100-101
1267751-Lte;Movistar;100-101
1269793-Lte;Movistar;38-39
1269799-Lte;Movistar;38-39
1271329-Lte;Movistar;104-105
1271333-Lte;Movistar;104-105
1271840-Lte;Movistar;84-85
1271845-Lte;Movistar;84-85
1271846-Lte;Movistar;84-85
127252-Wcdma;Movistar;102-103
1275937-Wcdma;WOM;2-3
1278376-Wcdma;Movistar;39-40
1279368-Wcdma;Movistar;39-40
1279406-Wcdma;Movistar;2-3
1279477-Wcdma;Movistar;6-7
1280039-Lte;Movistar;36-37
1283105-Lte;Movistar;100-101
1283606-Lte;Movistar;77-78
1290535-Lte;Movistar;65-66
1291807-Lte;Movistar;60-61
1292319-Lte;Movistar;58-59
1294368-Lte;Movistar;76-77
1294757-Wcdma;Movistar;2-3
1294758-Wcdma;Movistar;1-2
1294760-Wcdma;Movistar;2-3
1296640-Gsm;Movistar;87-88
1296644-Wcdma;Movistar;89-90
1296644-Wcdma;WOM;89-90
